Ausbildungsfeld,Canton,Ausbildungstyp,Geschlecht_Total,Geschlecht_Vollschulisch,Geschlecht_Dual,Mann_Total,Mann_Vollschulisch,Mann_Dual,Frau_Total,Frau_Vollschulisch,Frau_Dual
Audiovisuelle Techniken und Medienproduktion,VD,EFZ,221,167,54,122,97,25,99,70,29
Audiovisuelle Techniken und Medienproduktion,VD,EBA,1,0,1,1,0,1,0,0,0
Audiovisuelle Techniken und Medienproduktion,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,VS,abt-total,73,35,38,40,14,26,33,21,12
Audiovisuelle Techniken und Medienproduktion,VS,EFZ,72,35,37,39,14,25,33,21,12
Audiovisuelle Techniken und Medienproduktion,VS,EBA,1,0,1,1,0,1,0,0,0
Audiovisuelle Techniken und Medienproduktion,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,NE,abt-total,41,30,11,19,15,4,22,15,7
Audiovisuelle Techniken und Medienproduktion,NE,EFZ,41,30,11,19,15,4,22,15,7
Audiovisuelle Techniken und Medienproduktion,NE,EBA,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,GE,abt-total,52,37,15,18,8,10,34,29,5
Audiovisuelle Techniken und Medienproduktion,GE,EFZ,52,37,15,18,8,10,34,29,5
Audiovisuelle Techniken und Medienproduktion,GE,EBA,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,JU,abt-total,4,0,4,1,0,1,3,0,3
Audiovisuelle Techniken und Medienproduktion,JU,EFZ,4,0,4,1,0,1,3,0,3
Audiovisuelle Techniken und Medienproduktion,JU,EBA,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Design,,abt-total,395,65,330,109,15,94,286,50,236
Design,,EFZ,395,65,330,109,15,94,286,50,236
Design,,EBA,0,0,0,0,0,0,0,0,0
Design,,nReglementiert,0,0,0,0,0,0,0,0,0
Design,ZH,abt-total,61,0,61,11,0,11,50,0,50
Design,ZH,EFZ,61,0,61,11,0,11,50,0,50
Design,ZH,EBA,0,0,0,0,0,0,0,0,0
Design,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Design,BE,abt-total,51,0,51,16,0,16,35,0,35
Design,BE,EFZ,51,0,51,16,0,16,35,0,35
Design,BE,EBA,0,0,0,0,0,0,0,0,0
Design,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Design,LU,abt-total,18,0,18,5,0,5,13,0,13
Design,LU,EFZ,18,0,18,5,0,5,13,0,13
Design,LU,EBA,0,0,0,0,0,0,0,0,0
Design,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Design,UR,abt-total,2,0,2,0,0,0,2,0,2
Design,UR,EFZ,2,0,2,0,0,0,2,0,2
Design,UR,EBA,0,0,0,0,0,0,0,0,0
Design,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Design,SZ,abt-total,7,0,7,4,0,4,3,0,3
Design,SZ,EFZ,7,0,7,4,0,4,3,0,3
Design,SZ,EBA,0,0,0,0,0,0,0,0,0
Design,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Design,OW,abt-total,1,0,1,0,0,0,1,0,1
Design,OW,EFZ,1,0,1,0,0,0,1,0,1
Design,OW,EBA,0,0,0,0,0,0,0,0,0
Design,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Design,NW,abt-total,3,0,3,1,0,1,2,0,2
Design,NW,EFZ,3,0,3,1,0,1,2,0,2
Design,NW,EBA,0,0,0,0,0,0,0,0,0
Design,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Design,GL,abt-total,2,0,2,0,0,0,2,0,2
Design,GL,EFZ,2,0,2,0,0,0,2,0,2
Design,GL,EBA,0,0,0,0,0,0,0,0,0
Design,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Design,ZG,abt-total,4,0,4,1,0,1,3,0,3
Design,ZG,EFZ,4,0,4,1,0,1,3,0,3
Design,ZG,EBA,0,0,0,0,0,0,0,0,0
Design,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Design,FR,abt-total,10,0,10,3,0,3,7,0,7
Design,FR,EFZ,10,0,10,3,0,3,7,0,7
Design,FR,EBA,0,0,0,0,0,0,0,0,0
Design,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Design,SO,abt-total,4,0,4,1,0,1,3,0,3
Design,SO,EFZ,4,0,4,1,0,1,3,0,3
Design,SO,EBA,0,0,0,0,0,0,0,0,0
Design,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Design,BS,abt-total,9,0,9,2,0,2,7,0,7
Design,BS,EFZ,9,0,9,2,0,2,7,0,7
Design,BS,EBA,0,0,0,0,0,0,0,0,0
Design,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Design,BL,abt-total,7,0,7,4,0,4,3,0,3
Design,BL,EFZ,7,0,7,4,0,4,3,0,3
Design,BL,EBA,0,0,0,0,0,0,0,0,0
Design,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Design,SH,abt-total,2,0,2,0,0,0,2,0,2
Design,SH,EFZ,2,0,2,0,0,0,2,0,2
Design,SH,EBA,0,0,0,0,0,0,0,0,0
Design,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Design,AR,abt-total,0,0,0,0,0,0,0,0,0
Design,AR,EFZ,0,0,0,0,0,0,0,0,0
Design,AR,EBA,0,0,0,0,0,0,0,0,0
Design,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Design,AI,abt-total,1,0,1,1,0,1,0,0,0
Design,AI,EFZ,1,0,1,1,0,1,0,0,0
Design,AI,EBA,0,0,0,0,0,0,0,0,0
Design,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Design,SG,abt-total,29,0,29,4,0,4,25,0,25
Design,SG,EFZ,29,0,29,4,0,4,25,0,25
Design,SG,EBA,0,0,0,0,0,0,0,0,0
Design,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Design,GR,abt-total,13,0,13,4,0,4,9,0,9
Design,GR,EFZ,13,0,13,4,0,4,9,0,9
Design,GR,EBA,0,0,0,0,0,0,0,0,0
Design,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Design,AG,abt-total,37,0,37,7,0,7,30,0,30
Design,AG,EFZ,37,0,37,7,0,7,30,0,30
Design,AG,EBA,0,0,0,0,0,0,0,0,0
Design,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Design,TG,abt-total,3,0,3,1,0,1,2,0,2
Design,TG,EFZ,3,0,3,1,0,1,2,0,2
Design,TG,EBA,0,0,0,0,0,0,0,0,0
Design,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Design,TI,abt-total,26,20,6,8,5,3,18,15,3
Design,TI,EFZ,26,20,6,8,5,3,18,15,3
Design,TI,EBA,0,0,0,0,0,0,0,0,0
Design,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Design,VD,abt-total,45,29,16,8,2,6,37,27,10
Design,VD,EFZ,45,29,16,8,2,6,37,27,10
Design,VD,EBA,0,0,0,0,0,0,0,0,0
Design,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Design,VS,abt-total,9,0,9,5,0,5,4,0,4
Design,VS,EFZ,9,0,9,5,0,5,4,0,4
Design,VS,EBA,0,0,0,0,0,0,0,0,0
Design,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Design,NE,abt-total,10,0,10,4,0,4,6,0,6
Design,NE,EFZ,10,0,10,4,0,4,6,0,6
Design,NE,EBA,0,0,0,0,0,0,0,0,0
Design,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Design,GE,abt-total,39,16,23,19,8,11,20,8,12
Design,GE,EFZ,39,16,23,19,8,11,20,8,12
Design,GE,EBA,0,0,0,0,0,0,0,0,0
Design,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Design,JU,abt-total,2,0,2,0,0,0,2,0,2
Design,JU,EFZ,2,0,2,0,0,0,2,0,2
Design,JU,EBA,0,0,0,0,0,0,0,0,0
Design,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,,abt-total,496,104,392,60,16,44,436,88,348
Kunstgewerbe,,EFZ,468,104,364,60,16,44,408,88,320
Kunstgewerbe,,EBA,28,0,28,0,0,0,28,0,28
Kunstgewerbe,,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,ZH,abt-total,76,0,76,9,0,9,67,0,67
Kunstgewerbe,ZH,EFZ,67,0,67,9,0,9,58,0,58
Kunstgewerbe,ZH,EBA,9,0,9,0,0,0,9,0,9
Kunstgewerbe,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,BE,abt-total,98,28,70,10,3,7,88,25,63
Kunstgewerbe,BE,EFZ,97,28,69,10,3,7,87,25,62
Kunstgewerbe,BE,EBA,1,0,1,0,0,0,1,0,1
Kunstgewerbe,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,LU,abt-total,26,0,26,2,0,2,24,0,24
Kunstgewerbe,LU,EFZ,25,0,25,2,0,2,23,0,23
Kunstgewerbe,LU,EBA,1,0,1,0,0,0,1,0,1
Kunstgewerbe,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,UR,abt-total,3,0,3,0,0,0,3,0,3
Kunstgewerbe,UR,EFZ,2,0,2,0,0,0,2,0,2
Kunstgewerbe,UR,EBA,1,0,1,0,0,0,1,0,1
Kunstgewerbe,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SZ,abt-total,6,0,6,0,0,0,6,0,6
Kunstgewerbe,SZ,EFZ,4,0,4,0,0,0,4,0,4
Kunstgewerbe,SZ,EBA,2,0,2,0,0,0,2,0,2
Kunstgewerbe,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,OW,abt-total,2,0,2,0,0,0,2,0,2
Kunstgewerbe,OW,EFZ,2,0,2,0,0,0,2,0,2
Kunstgewerbe,OW,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,NW,abt-total,1,0,1,0,0,0,1,0,1
Kunstgewerbe,NW,EFZ,1,0,1,0,0,0,1,0,1
Kunstgewerbe,NW,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,GL,abt-total,5,0,5,1,0,1,4,0,4
Kunstgewerbe,GL,EFZ,5,0,5,1,0,1,4,0,4
Kunstgewerbe,GL,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,ZG,abt-total,1,0,1,0,0,0,1,0,1
Kunstgewerbe,ZG,EFZ,1,0,1,0,0,0,1,0,1
Kunstgewerbe,ZG,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,FR,abt-total,13,0,13,2,0,2,11,0,11
Kunstgewerbe,FR,EFZ,13,0,13,2,0,2,11,0,11
Kunstgewerbe,FR,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SO,abt-total,13,0,13,1,0,1,12,0,12
Kunstgewerbe,SO,EFZ,13,0,13,1,0,1,12,0,12
Kunstgewerbe,SO,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,BS,abt-total,9,0,9,2,0,2,7,0,7
Kunstgewerbe,BS,EFZ,9,0,9,2,0,2,7,0,7
Kunstgewerbe,BS,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,BL,abt-total,6,0,6,2,0,2,4,0,4
Kunstgewerbe,BL,EFZ,5,0,5,2,0,2,3,0,3
Kunstgewerbe,BL,EBA,1,0,1,0,0,0,1,0,1
Kunstgewerbe,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SH,abt-total,6,0,6,1,0,1,5,0,5
Kunstgewerbe,SH,EFZ,4,0,4,1,0,1,3,0,3
Kunstgewerbe,SH,EBA,2,0,2,0,0,0,2,0,2
Kunstgewerbe,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AR,abt-total,4,0,4,0,0,0,4,0,4
Kunstgewerbe,AR,EFZ,4,0,4,0,0,0,4,0,4
Kunstgewerbe,AR,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AI,abt-total,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AI,EFZ,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AI,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SG,abt-total,31,0,31,2,0,2,29,0,29
Kunstgewerbe,SG,EFZ,29,0,29,2,0,2,27,0,27
Kunstgewerbe,SG,EBA,2,0,2,0,0,0,2,0,2
Kunstgewerbe,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,GR,abt-total,12,0,12,0,0,0,12,0,12
Kunstgewerbe,GR,EFZ,11,0,11,0,0,0,11,0,11
Kunstgewerbe,GR,EBA,1,0,1,0,0,0,1,0,1
Kunstgewerbe,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AG,abt-total,42,0,42,3,0,3,39,0,39
Kunstgewerbe,AG,EFZ,40,0,40,3,0,3,37,0,37
Kunstgewerbe,AG,EBA,2,0,2,0,0,0,2,0,2
Kunstgewerbe,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,TG,abt-total,16,0,16,2,0,2,14,0,14
Kunstgewerbe,TG,EFZ,13,0,13,2,0,2,11,0,11
Kunstgewerbe,TG,EBA,3,0,3,0,0,0,3,0,3
Kunstgewerbe,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,TI,abt-total,17,7,10,5,0,5,12,7,5
Kunstgewerbe,TI,EFZ,17,7,10,5,0,5,12,7,5
Kunstgewerbe,TI,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,VD,abt-total,34,15,19,6,3,3,28,12,16
Kunstgewerbe,VD,EFZ,32,15,17,6,3,3,26,12,14
Kunstgewerbe,VD,EBA,2,0,2,0,0,0,2,0,2
Kunstgewerbe,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,VS,abt-total,4,0,4,0,0,0,4,0,4
Kunstgewerbe,VS,EFZ,4,0,4,0,0,0,4,0,4
Kunstgewerbe,VS,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,NE,abt-total,16,12,4,3,3,0,13,9,4
Kunstgewerbe,NE,EFZ,16,12,4,3,3,0,13,9,4
Kunstgewerbe,NE,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,GE,abt-total,54,42,12,9,7,2,45,35,10
Kunstgewerbe,GE,EFZ,53,42,11,9,7,2,44,35,9
Kunstgewerbe,GE,EBA,1,0,1,0,0,0,1,0,1
Kunstgewerbe,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,JU,abt-total,1,0,1,0,0,0,1,0,1
Kunstgewerbe,JU,EFZ,1,0,1,0,0,0,1,0,1
Kunstgewerbe,JU,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,JU,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",,abt-total,76,0,76,18,0,18,58,0,58
"Bibliothek, Informationswesen, Archiv",,EFZ,76,0,76,18,0,18,58,0,58
"Bibliothek, Informationswesen, Archiv",,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",ZH,abt-total,8,0,8,3,0,3,5,0,5
"Bibliothek, Informationswesen, Archiv",ZH,EFZ,8,0,8,3,0,3,5,0,5
"Bibliothek, Informationswesen, Archiv",ZH,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",ZH,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",BE,abt-total,9,0,9,0,0,0,9,0,9
"Bibliothek, Informationswesen, Archiv",BE,EFZ,9,0,9,0,0,0,9,0,9
"Bibliothek, Informationswesen, Archiv",BE,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",BE,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",LU,abt-total,3,0,3,0,0,0,3,0,3
"Bibliothek, Informationswesen, Archiv",LU,EFZ,3,0,3,0,0,0,3,0,3
"Bibliothek, Informationswesen, Archiv",LU,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",LU,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",UR,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",UR,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",UR,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",UR,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SZ,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SZ,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SZ,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SZ,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",OW,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",OW,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",OW,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",OW,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NW,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NW,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NW,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NW,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GL,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GL,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GL,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GL,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",ZG,abt-total,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",ZG,EFZ,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",ZG,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",ZG,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",FR,abt-total,3,0,3,0,0,0,3,0,3
"Bibliothek, Informationswesen, Archiv",FR,EFZ,3,0,3,0,0,0,3,0,3
"Bibliothek, Informationswesen, Archiv",FR,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",FR,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SO,abt-total,2,0,2,1,0,1,1,0,1
"Bibliothek, Informationswesen, Archiv",SO,EFZ,2,0,2,1,0,1,1,0,1
"Bibliothek, Informationswesen, Archiv",SO,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SO,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",BS,abt-total,6,0,6,1,0,1,5,0,5
"Bibliothek, Informationswesen, Archiv",BS,EFZ,6,0,6,1,0,1,5,0,5
"Bibliothek, Informationswesen, Archiv",BS,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",BS,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",BL,abt-total,2,0,2,1,0,1,1,0,1
"Bibliothek, Informationswesen, Archiv",BL,EFZ,2,0,2,1,0,1,1,0,1
"Bibliothek, Informationswesen, Archiv",BL,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",Bl,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SH,abt-total,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",SH,EFZ,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",SH,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SH,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AR,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AR,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AR,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AR,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AI,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AI,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AI,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AI,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SG,abt-total,3,0,3,2,0,2,1,0,1
"Bibliothek, Informationswesen, Archiv",SG,EFZ,3,0,3,2,0,2,1,0,1
"Bibliothek, Informationswesen, Archiv",SG,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SG,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GR,abt-total,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",GR,EFZ,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",GR,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GR,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AG,abt-total,2,0,2,1,0,1,1,0,1
"Bibliothek, Informationswesen, Archiv",AG,EFZ,2,0,2,1,0,1,1,0,1
"Bibliothek, Informationswesen, Archiv",AG,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AG,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TG,abt-total,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",TG,EFZ,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",TG,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TG,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TI,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TI,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TI,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TI,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",VD,abt-total,15,0,15,5,0,5,10,0,10
"Bibliothek, Informationswesen, Archiv",VD,EFZ,15,0,15,5,0,5,10,0,10
"Bibliothek, Informationswesen, Archiv",VD,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",VD,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",VS,abt-total,6,0,6,2,0,2,4,0,4
"Bibliothek, Informationswesen, Archiv",VS,EFZ,6,0,6,2,0,2,4,0,4
"Bibliothek, Informationswesen, Archiv",VS,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",VS,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NE,abt-total,5,0,5,0,0,0,5,0,5
"Bibliothek, Informationswesen, Archiv",NE,EFZ,5,0,5,0,0,0,5,0,5
"Bibliothek, Informationswesen, Archiv",NE,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NE,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GE,abt-total,6,0,6,2,0,2,4,0,4
"Bibliothek, Informationswesen, Archiv",GE,EFZ,6,0,6,2,0,2,4,0,4
"Bibliothek, Informationswesen, Archiv",GE,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GE,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",JU,abt-total,2,0,2,0,0,0,2,0,2
"Bibliothek, Informationswesen, Archiv",JU,EFZ,2,0,2,0,0,0,2,0,2
"Bibliothek, Informationswesen, Archiv",JU,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",JU,nReglementiert,0,0,0,0,0,0,0,0,0
Handel,,abt-total,10194,0,10194,4278,0,4278,5916,0,5916
Handel,,EFZ,8303,0,8303,3536,0,3536,4767,0,4767
Handel,,EBA,1891,0,1891,742,0,742,1149,0,1149
Handel,,nReglementiert,0,0,0,0,0,0,0,0,0
Handel,ZH,abt-total,1805,0,1805,797,0,797,1008,0,1008
Handel,ZH,EFZ,1437,0,1437,645,0,645,792,0,792
Handel,ZH,EBA,368,0,368,152,0,152,216,0,216
Handel,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Handel,BE,abt-total,1226,0,1226,500,0,500,726,0,726
Handel,BE,EFZ,984,0,984,393,0,393,591,0,591
Handel,BE,EBA,242,0,242,107,0,107,135,0,135
Handel,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Handel,LU,abt-total,626,0,626,228,0,228,398,0,398
Handel,LU,EFZ,492,0,492,188,0,188,304,0,304
Handel,LU,EBA,134,0,134,40,0,40,94,0,94
Handel,LU,nReglementiert,0,0,0,0,0,0,0,0,0
