Ausbildungsfeld,Canton,Ausbildungstyp,Geschlecht_Total,Geschlecht_Vollschulisch,Geschlecht_Dual,Mann_Total,Mann_Vollschulisch,Mann_Dual,Frau_Total,Frau_Vollschulisch,Frau_Dual
Informatik,GL,EBA,0,0,0,0,0,0,0,0,0
Informatik,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,ZG,abt-total,64,0,64,56,0,56,8,0,8
Informatik,ZG,EFZ,64,0,64,56,0,56,8,0,8
Informatik,ZG,EBA,0,0,0,0,0,0,0,0,0
Informatik,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,FR,abt-total,64,38,26,58,34,24,6,4,2
Informatik,FR,EFZ,63,38,25,57,34,23,6,4,2
Informatik,FR,EBA,1,0,1,1,0,1,0,0,0
Informatik,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,SO,abt-total,51,14,37,50,14,36,1,0,1
Informatik,SO,EFZ,50,14,36,49,14,35,1,0,1
Informatik,SO,EBA,1,0,1,1,0,1,0,0,0
Informatik,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,BS,abt-total,58,0,58,55,0,55,3,0,3
Informatik,BS,EFZ,55,0,55,53,0,53,2,0,2
Informatik,BS,EBA,3,0,3,2,0,2,1,0,1
Informatik,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,BL,abt-total,33,0,33,27,0,27,6,0,6
Informatik,BL,EFZ,30,0,30,24,0,24,6,0,6
Informatik,BL,EBA,3,0,3,3,0,3,0,0,0
Informatik,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,SH,abt-total,12,0,12,12,0,12,0,0,0
Informatik,SH,EFZ,12,0,12,12,0,12,0,0,0
Informatik,SH,EBA,0,0,0,0,0,0,0,0,0
Informatik,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,AR,abt-total,7,0,7,7,0,7,0,0,0
Informatik,AR,EFZ,7,0,7,7,0,7,0,0,0
Informatik,AR,EBA,0,0,0,0,0,0,0,0,0
Informatik,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,AI,abt-total,1,0,1,1,0,1,0,0,0
Informatik,AI,EFZ,1,0,1,1,0,1,0,0,0
Informatik,AI,EBA,0,0,0,0,0,0,0,0,0
Informatik,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,SG,abt-total,91,0,91,86,0,86,5,0,5
Informatik,SG,EFZ,88,0,88,84,0,84,4,0,4
Informatik,SG,EBA,3,0,3,2,0,2,1,0,1
Informatik,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,GR,abt-total,37,5,32,36,5,31,1,0,1
Informatik,GR,EFZ,37,5,32,36,5,31,1,0,1
Informatik,GR,EBA,0,0,0,0,0,0,0,0,0
Informatik,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,AG,abt-total,93,0,93,87,0,87,6,0,6
Informatik,AG,EFZ,85,0,85,81,0,81,4,0,4
Informatik,AG,EBA,8,0,8,6,0,6,2,0,2
Informatik,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,TG,abt-total,61,24,37,59,23,36,2,1,1
Informatik,TG,EFZ,58,24,34,56,23,33,2,1,1
Informatik,TG,EBA,3,0,3,3,0,3,0,0,0
Informatik,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,TI,abt-total,54,23,31,51,21,30,3,2,1
Informatik,TI,EFZ,54,23,31,51,21,30,3,2,1
Informatik,TI,EBA,0,0,0,0,0,0,0,0,0
Informatik,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,VD,abt-total,209,105,104,197,97,100,12,8,4
Informatik,VD,EFZ,203,105,98,192,97,95,11,8,3
Informatik,VD,EBA,6,0,6,5,0,5,1,0,1
Informatik,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,VS,abt-total,55,30,25,52,28,24,3,2,1
Informatik,VS,EFZ,52,30,22,49,28,21,3,2,1
Informatik,VS,EBA,3,0,3,3,0,3,0,0,0
Informatik,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,NE,abt-total,128,108,20,107,89,18,21,19,2
Informatik,NE,EFZ,127,108,19,106,89,17,21,19,2
Informatik,NE,EBA,1,0,1,1,0,1,0,0,0
Informatik,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,GE,abt-total,99,73,26,88,65,23,11,8,3
Informatik,GE,EFZ,98,73,25,87,65,22,11,8,3
Informatik,GE,EBA,1,0,1,1,0,1,0,0,0
Informatik,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,JU,abt-total,33,29,4,31,27,4,2,2,0
Informatik,JU,EFZ,32,29,3,30,27,3,2,2,0
Informatik,JU,EBA,1,0,1,1,0,1,0,0,0
Informatik,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,,abt-total,4763,567,4196,4419,488,3931,344,79,265
Maschinenbau und Metallverarbeitung,,EFZ,4258,511,3747,3982,440,3542,276,71,205
Maschinenbau und Metallverarbeitung,,EBA,505,56,449,437,48,389,68,8,60
Maschinenbau und Metallverarbeitung,,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,ZH,abt-total,588,20,568,567,20,547,21,0,21
Maschinenbau und Metallverarbeitung,ZH,EFZ,534,19,515,513,19,494,21,0,21
Maschinenbau und Metallverarbeitung,ZH,EBA,54,1,53,54,1,53,0,0,0
Maschinenbau und Metallverarbeitung,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,BE,abt-total,753,165,588,698,141,557,55,24,31
Maschinenbau und Metallverarbeitung,BE,EFZ,654,110,544,612,94,518,42,16,26
Maschinenbau und Metallverarbeitung,BE,EBA,99,55,44,86,47,39,13,8,5
Maschinenbau und Metallverarbeitung,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,LU,abt-total,232,0,232,221,0,221,11,0,11
Maschinenbau und Metallverarbeitung,LU,EFZ,211,0,211,200,0,200,11,0,11
Maschinenbau und Metallverarbeitung,LU,EBA,21,0,21,21,0,21,0,0,0
Maschinenbau und Metallverarbeitung,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,UR,abt-total,32,0,32,31,0,31,1,0,1
Maschinenbau und Metallverarbeitung,UR,EFZ,28,0,28,28,0,28,0,0,0
Maschinenbau und Metallverarbeitung,UR,EBA,4,0,4,3,0,3,1,0,1
Maschinenbau und Metallverarbeitung,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,SZ,abt-total,79,0,79,75,0,75,4,0,4
Maschinenbau und Metallverarbeitung,SZ,EFZ,75,0,75,71,0,71,4,0,4
Maschinenbau und Metallverarbeitung,SZ,EBA,4,0,4,4,0,4,0,0,0
Maschinenbau und Metallverarbeitung,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,OW,abt-total,32,0,32,31,0,31,1,0,1
Maschinenbau und Metallverarbeitung,OW,EFZ,31,0,31,30,0,30,1,0,1
Maschinenbau und Metallverarbeitung,OW,EBA,1,0,1,1,0,1,0,0,0
Maschinenbau und Metallverarbeitung,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,NW,abt-total,40,0,40,37,0,37,3,0,3
Maschinenbau und Metallverarbeitung,NW,EFZ,38,0,38,35,0,35,3,0,3
Maschinenbau und Metallverarbeitung,NW,EBA,2,0,2,2,0,2,0,0,0
Maschinenbau und Metallverarbeitung,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,GL,abt-total,41,0,41,39,0,39,2,0,2
Maschinenbau und Metallverarbeitung,GL,EFZ,38,0,38,36,0,36,2,0,2
Maschinenbau und Metallverarbeitung,GL,EBA,3,0,3,3,0,3,0,0,0
Maschinenbau und Metallverarbeitung,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,ZG,abt-total,46,0,46,42,0,42,4,0,4
Maschinenbau und Metallverarbeitung,ZG,EFZ,44,0,44,40,0,40,4,0,4
Maschinenbau und Metallverarbeitung,ZG,EBA,2,0,2,2,0,2,0,0,0
Maschinenbau und Metallverarbeitung,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,FR,abt-total,142,13,129,138,13,125,4,0,4
Maschinenbau und Metallverarbeitung,FR,EFZ,137,13,124,133,13,120,4,0,4
Maschinenbau und Metallverarbeitung,FR,EBA,5,0,5,5,0,5,0,0,0
Maschinenbau und Metallverarbeitung,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,SO,abt-total,252,14,238,228,9,219,24,5,19
Maschinenbau und Metallverarbeitung,SO,EFZ,229,14,215,210,9,201,19,5,14
Maschinenbau und Metallverarbeitung,SO,EBA,23,0,23,18,0,18,5,0,5
Maschinenbau und Metallverarbeitung,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,BS,abt-total,60,22,38,59,21,38,1,1,0
Maschinenbau und Metallverarbeitung,BS,EFZ,56,22,34,55,21,34,1,1,0
Maschinenbau und Metallverarbeitung,BS,EBA,4,0,4,4,0,4,0,0,0
Maschinenbau und Metallverarbeitung,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,BL,abt-total,124,0,124,116,0,116,8,0,8
Maschinenbau und Metallverarbeitung,BL,EFZ,106,0,106,98,0,98,8,0,8
Maschinenbau und Metallverarbeitung,BL,EBA,18,0,18,18,0,18,0,0,0
Maschinenbau und Metallverarbeitung,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,SH,abt-total,65,0,65,59,0,59,6,0,6
Maschinenbau und Metallverarbeitung,SH,EFZ,58,0,58,52,0,52,6,0,6
Maschinenbau und Metallverarbeitung,SH,EBA,7,0,7,7,0,7,0,0,0
Maschinenbau und Metallverarbeitung,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,AR,abt-total,23,0,23,23,0,23,0,0,0
Maschinenbau und Metallverarbeitung,AR,EFZ,20,0,20,20,0,20,0,0,0
Maschinenbau und Metallverarbeitung,AR,EBA,3,0,3,3,0,3,0,0,0
Maschinenbau und Metallverarbeitung,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,AI,abt-total,18,0,18,18,0,18,0,0,0
Maschinenbau und Metallverarbeitung,AI,EFZ,17,0,17,17,0,17,0,0,0
Maschinenbau und Metallverarbeitung,AI,EBA,1,0,1,1,0,1,0,0,0
Maschinenbau und Metallverarbeitung,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,SG,abt-total,485,0,485,470,0,470,15,0,15
Maschinenbau und Metallverarbeitung,SG,EFZ,428,0,428,414,0,414,14,0,14
Maschinenbau und Metallverarbeitung,SG,EBA,57,0,57,56,0,56,1,0,1
Maschinenbau und Metallverarbeitung,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,GR,abt-total,83,0,83,81,0,81,2,0,2
Maschinenbau und Metallverarbeitung,GR,EFZ,79,0,79,77,0,77,2,0,2
Maschinenbau und Metallverarbeitung,GR,EBA,4,0,4,4,0,4,0,0,0
Maschinenbau und Metallverarbeitung,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,AG,abt-total,365,0,365,349,0,349,16,0,16
Maschinenbau und Metallverarbeitung,AG,EFZ,327,0,327,312,0,312,15,0,15
Maschinenbau und Metallverarbeitung,AG,EBA,38,0,38,37,0,37,1,0,1
Maschinenbau und Metallverarbeitung,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,TG,abt-total,149,0,149,145,0,145,4,0,4
Maschinenbau und Metallverarbeitung,TG,EFZ,138,0,138,135,0,135,3,0,3
Maschinenbau und Metallverarbeitung,TG,EBA,11,0,11,10,0,10,1,0,1
Maschinenbau und Metallverarbeitung,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,TI,abt-total,119,26,93,116,26,90,3,0,3
Maschinenbau und Metallverarbeitung,TI,EFZ,111,26,85,109,26,83,2,0,2
Maschinenbau und Metallverarbeitung,TI,EBA,8,0,8,7,0,7,1,0,1
Maschinenbau und Metallverarbeitung,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,VD,abt-total,286,89,197,256,75,181,30,14,16
Maschinenbau und Metallverarbeitung,VD,EFZ,257,89,168,231,75,156,26,14,12
Maschinenbau und Metallverarbeitung,VD,EBA,29,0,29,25,0,25,4,0,4
Maschinenbau und Metallverarbeitung,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,VS,abt-total,149,7,142,141,7,134,8,0,8
Maschinenbau und Metallverarbeitung,VS,EFZ,137,7,130,129,7,122,8,0,8
Maschinenbau und Metallverarbeitung,VS,EBA,12,0,12,12,0,12,0,0,0
Maschinenbau und Metallverarbeitung,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,NE,abt-total,305,81,224,223,67,156,82,14,68
Maschinenbau und Metallverarbeitung,NE,EFZ,243,81,162,196,67,129,47,14,33
Maschinenbau und Metallverarbeitung,NE,EBA,62,0,62,27,0,27,35,0,35
Maschinenbau und Metallverarbeitung,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,GE,abt-total,159,80,79,143,73,70,16,7,9
Maschinenbau und Metallverarbeitung,GE,EFZ,144,80,64,130,73,57,14,7,7
Maschinenbau und Metallverarbeitung,GE,EBA,15,0,15,13,0,13,2,0,2
Maschinenbau und Metallverarbeitung,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,JU,abt-total,136,50,86,113,36,77,23,14,9
Maschinenbau und Metallverarbeitung,JU,EFZ,118,50,68,99,36,63,19,14,5
Maschinenbau und Metallverarbeitung,JU,EBA,18,0,18,14,0,14,4,0,4
Maschinenbau und Metallverarbeitung,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,,abt-total,4293,5,4288,4216,5,4211,77,0,77
Elektrizität und Energie,,EFZ,4026,1,4025,3949,1,3948,77,0,77
Elektrizität und Energie,,EBA,267,4,263,267,4,263,0,0,0
Elektrizität und Energie,,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,ZH,abt-total,727,0,727,713,0,713,14,0,14
Elektrizität und Energie,ZH,EFZ,690,0,690,676,0,676,14,0,14
Elektrizität und Energie,ZH,EBA,37,0,37,37,0,37,0,0,0
Elektrizität und Energie,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,BE,abt-total,477,4,473,466,4,462,11,0,11
Elektrizität und Energie,BE,EFZ,449,0,449,438,0,438,11,0,11
Elektrizität und Energie,BE,EBA,28,4,24,28,4,24,0,0,0
Elektrizität und Energie,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,LU,abt-total,295,0,295,290,0,290,5,0,5
Elektrizität und Energie,LU,EFZ,272,0,272,267,0,267,5,0,5
Elektrizität und Energie,LU,EBA,23,0,23,23,0,23,0,0,0
Elektrizität und Energie,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,UR,abt-total,37,0,37,37,0,37,0,0,0
Elektrizität und Energie,UR,EFZ,34,0,34,34,0,34,0,0,0
Elektrizität und Energie,UR,EBA,3,0,3,3,0,3,0,0,0
Elektrizität und Energie,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,SZ,abt-total,68,0,68,65,0,65,3,0,3
Elektrizität und Energie,SZ,EFZ,63,0,63,60,0,60,3,0,3
Elektrizität und Energie,SZ,EBA,5,0,5,5,0,5,0,0,0
Elektrizität und Energie,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,OW,abt-total,28,0,28,28,0,28,0,0,0
Elektrizität und Energie,OW,EFZ,28,0,28,28,0,28,0,0,0
Elektrizität und Energie,OW,EBA,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,NW,abt-total,22,0,22,22,0,22,0,0,0
Elektrizität und Energie,NW,EFZ,20,0,20,20,0,20,0,0,0
Elektrizität und Energie,NW,EBA,2,0,2,2,0,2,0,0,0
Elektrizität und Energie,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,GL,abt-total,28,0,28,27,0,27,1,0,1
Elektrizität und Energie,GL,EFZ,28,0,28,27,0,27,1,0,1
Elektrizität und Energie,GL,EBA,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,ZG,abt-total,89,0,89,88,0,88,1,0,1
Elektrizität und Energie,ZG,EFZ,86,0,86,85,0,85,1,0,1
Elektrizität und Energie,ZG,EBA,3,0,3,3,0,3,0,0,0
Elektrizität und Energie,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,FR,abt-total,156,0,156,155,0,155,1,0,1
Elektrizität und Energie,FR,EFZ,152,0,152,151,0,151,1,0,1
Elektrizität und Energie,FR,EBA,4,0,4,4,0,4,0,0,0
Elektrizität und Energie,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,SO,abt-total,107,1,106,105,1,104,2,0,2
Elektrizität und Energie,SO,EFZ,93,1,92,91,1,90,2,0,2
Elektrizität und Energie,SO,EBA,14,0,14,14,0,14,0,0,0
Elektrizität und Energie,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,BS,abt-total,151,0,151,149,0,149,2,0,2
Elektrizität und Energie,BS,EFZ,146,0,146,144,0,144,2,0,2
Elektrizität und Energie,BS,EBA,5,0,5,5,0,5,0,0,0
Elektrizität und Energie,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,BL,abt-total,106,0,106,103,0,103,3,0,3
Elektrizität und Energie,BL,EFZ,95,0,95,92,0,92,3,0,3
Elektrizität und Energie,BL,EBA,11,0,11,11,0,11,0,0,0
Elektrizität und Energie,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,SH,abt-total,41,0,41,41,0,41,0,0,0
Elektrizität und Energie,SH,EFZ,39,0,39,39,0,39,0,0,0
Elektrizität und Energie,SH,EBA,2,0,2,2,0,2,0,0,0
Elektrizität und Energie,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AR,abt-total,20,0,20,19,0,19,1,0,1
Elektrizität und Energie,AR,EFZ,20,0,20,19,0,19,1,0,1
Elektrizität und Energie,AR,EBA,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AI,abt-total,11,0,11,11,0,11,0,0,0
Elektrizität und Energie,AI,EFZ,11,0,11,11,0,11,0,0,0
Elektrizität und Energie,AI,EBA,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,SG,abt-total,323,0,323,319,0,319,4,0,4
Elektrizität und Energie,SG,EFZ,292,0,292,288,0,288,4,0,4
Elektrizität und Energie,SG,EBA,31,0,31,31,0,31,0,0,0
Elektrizität und Energie,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,GR,abt-total,160,0,160,154,0,154,6,0,6
Elektrizität und Energie,GR,EFZ,142,0,142,136,0,136,6,0,6
Elektrizität und Energie,GR,EBA,18,0,18,18,0,18,0,0,0
Elektrizität und Energie,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AG,abt-total,337,0,337,325,0,325,12,0,12
Elektrizität und Energie,AG,EFZ,318,0,318,306,0,306,12,0,12
Elektrizität und Energie,AG,EBA,19,0,19,19,0,19,0,0,0
Elektrizität und Energie,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,TG,abt-total,151,0,151,147,0,147,4,0,4
Elektrizität und Energie,TG,EFZ,141,0,141,137,0,137,4,0,4
Elektrizität und Energie,TG,EBA,10,0,10,10,0,10,0,0,0
Elektrizität und Energie,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,TI,abt-total,240,0,240,240,0,240,0,0,0
Elektrizität und Energie,TI,EFZ,232,0,232,232,0,232,0,0,0
Elektrizität und Energie,TI,EBA,8,0,8,8,0,8,0,0,0
Elektrizität und Energie,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,VD,abt-total,302,0,302,299,0,299,3,0,3
Elektrizität und Energie,VD,EFZ,278,0,278,275,0,275,3,0,3
Elektrizität und Energie,VD,EBA,24,0,24,24,0,24,0,0,0
Elektrizität und Energie,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,VS,abt-total,218,0,218,216,0,216,2,0,2
Elektrizität und Energie,VS,EFZ,208,0,208,206,0,206,2,0,2
Elektrizität und Energie,VS,EBA,10,0,10,10,0,10,0,0,0
Elektrizität und Energie,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,NE,abt-total,74,0,74,73,0,73,1,0,1
Elektrizität und Energie,NE,EFZ,72,0,72,71,0,71,1,0,1
Elektrizität und Energie,NE,EBA,2,0,2,2,0,2,0,0,0
Elektrizität und Energie,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,GE,abt-total,85,0,85,85,0,85,0,0,0
Elektrizität und Energie,GE,EFZ,78,0,78,78,0,78,0,0,0
Elektrizität und Energie,GE,EBA,7,0,7,7,0,7,0,0,0
Elektrizität und Energie,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,JU,abt-total,40,0,40,39,0,39,1,0,1
Elektrizität und Energie,JU,EFZ,39,0,39,38,0,38,1,0,1
Elektrizität und Energie,JU,EBA,1,0,1,1,0,1,0,0,0
Elektrizität und Energie,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Elektronik und Automation,,abt-total,1910,526,1384,1841,503,1338,69,23,46
Elektronik und Automation,,EFZ,1910,526,1384,1841,503,1338,69,23,46
Elektronik und Automation,,EBA,0,0,0,0,0,0,0,0,0
Elektronik und Automation,,nReglementiert,0,0,0,0,0,0,0,0,0
Elektronik und Automation,ZH,abt-total,249,36,213,241,35,206,8,1,7
Elektronik und Automation,ZH,EFZ,249,36,213,241,35,206,8,1,7
Elektronik und Automation,ZH,EBA,0,0,0,0,0,0,0,0,0
Elektronik und Automation,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Elektronik und Automation,BE,abt-total,221,72,149,212,68,144,9,4,5
Elektronik und Automation,BE,EFZ,221,72,149,212,68,144,9,4,5
Elektronik und Automation,BE,EBA,0,0,0,0,0,0,0,0,0
Elektronik und Automation,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Elektronik und Automation,LU,abt-total,79,0,79,77,0,77,2,0,2
Elektronik und Automation,LU,EFZ,79,0,79,77,0,77,2,0,2
Elektronik und Automation,LU,EBA,0,0,0,0,0,0,0,0,0
Elektronik und Automation,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Elektronik und Automation,UR,abt-total,9,0,9,9,0,9,0,0,0
Elektronik und Automation,UR,EFZ,9,0,9,9,0,9,0,0,0
Elektronik und Automation,UR,EBA,0,0,0,0,0,0,0,0,0
Elektronik und Automation,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Elektronik und Automation,SZ,abt-total,24,0,24,23,0,23,1,0,1
Elektronik und Automation,SZ,EFZ,24,0,24,23,0,23,1,0,1
Elektronik und Automation,SZ,EBA,0,0,0,0,0,0,0,0,0
Elektronik und Automation,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
