Ausbildungsfeld,Canton,Ausbildungstyp,Geschlecht_Total,Geschlecht_Vollschulisch,Geschlecht_Dual,Mann_Total,Mann_Vollschulisch,Mann_Dual,Frau_Total,Frau_Vollschulisch,Frau_Dual
Audiovisuelle Techniken und Medienproduktion,VD,EFZ,280,156,124,155,75,80,125,81,44
Audiovisuelle Techniken und Medienproduktion,VD,EBA,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,VS,abt-total,83,31,52,44,14,30,39,17,22
Audiovisuelle Techniken und Medienproduktion,VS,EFZ,83,31,52,44,14,30,39,17,22
Audiovisuelle Techniken und Medienproduktion,VS,EBA,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,NE,abt-total,65,48,17,40,28,12,25,20,5
Audiovisuelle Techniken und Medienproduktion,NE,EFZ,65,48,17,40,28,12,25,20,5
Audiovisuelle Techniken und Medienproduktion,NE,EBA,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,GE,abt-total,81,53,28,42,22,20,39,31,8
Audiovisuelle Techniken und Medienproduktion,GE,EFZ,81,53,28,42,22,20,39,31,8
Audiovisuelle Techniken und Medienproduktion,GE,EBA,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,JU,abt-total,3,0,3,1,0,1,2,0,2
Audiovisuelle Techniken und Medienproduktion,JU,EFZ,3,0,3,1,0,1,2,0,2
Audiovisuelle Techniken und Medienproduktion,JU,EBA,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Design,,abt-total,459,54,405,162,8,154,297,46,251
Design,,EFZ,459,54,405,162,8,154,297,46,251
Design,,EBA,0,0,0,0,0,0,0,0,0
Design,,nReglementiert,0,0,0,0,0,0,0,0,0
Design,ZH,abt-total,68,0,68,21,0,21,47,0,47
Design,ZH,EFZ,68,0,68,21,0,21,47,0,47
Design,ZH,EBA,0,0,0,0,0,0,0,0,0
Design,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Design,BE,abt-total,49,0,49,16,0,16,33,0,33
Design,BE,EFZ,49,0,49,16,0,16,33,0,33
Design,BE,EBA,0,0,0,0,0,0,0,0,0
Design,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Design,LU,abt-total,23,0,23,8,0,8,15,0,15
Design,LU,EFZ,23,0,23,8,0,8,15,0,15
Design,LU,EBA,0,0,0,0,0,0,0,0,0
Design,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Design,UR,abt-total,2,0,2,0,0,0,2,0,2
Design,UR,EFZ,2,0,2,0,0,0,2,0,2
Design,UR,EBA,0,0,0,0,0,0,0,0,0
Design,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Design,SZ,abt-total,3,0,3,2,0,2,1,0,1
Design,SZ,EFZ,3,0,3,2,0,2,1,0,1
Design,SZ,EBA,0,0,0,0,0,0,0,0,0
Design,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Design,OW,abt-total,4,0,4,1,0,1,3,0,3
Design,OW,EFZ,4,0,4,1,0,1,3,0,3
Design,OW,EBA,0,0,0,0,0,0,0,0,0
Design,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Design,NW,abt-total,4,0,4,0,0,0,4,0,4
Design,NW,EFZ,4,0,4,0,0,0,4,0,4
Design,NW,EBA,0,0,0,0,0,0,0,0,0
Design,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Design,GL,abt-total,0,0,0,0,0,0,0,0,0
Design,GL,EFZ,0,0,0,0,0,0,0,0,0
Design,GL,EBA,0,0,0,0,0,0,0,0,0
Design,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Design,ZG,abt-total,6,0,6,3,0,3,3,0,3
Design,ZG,EFZ,6,0,6,3,0,3,3,0,3
Design,ZG,EBA,0,0,0,0,0,0,0,0,0
Design,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Design,FR,abt-total,12,0,12,5,0,5,7,0,7
Design,FR,EFZ,12,0,12,5,0,5,7,0,7
Design,FR,EBA,0,0,0,0,0,0,0,0,0
Design,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Design,SO,abt-total,5,0,5,1,0,1,4,0,4
Design,SO,EFZ,5,0,5,1,0,1,4,0,4
Design,SO,EBA,0,0,0,0,0,0,0,0,0
Design,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Design,BS,abt-total,11,0,11,1,0,1,10,0,10
Design,BS,EFZ,11,0,11,1,0,1,10,0,10
Design,BS,EBA,0,0,0,0,0,0,0,0,0
Design,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Design,BL,abt-total,7,0,7,2,0,2,5,0,5
Design,BL,EFZ,7,0,7,2,0,2,5,0,5
Design,BL,EBA,0,0,0,0,0,0,0,0,0
Design,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Design,SH,abt-total,3,0,3,0,0,0,3,0,3
Design,SH,EFZ,3,0,3,0,0,0,3,0,3
Design,SH,EBA,0,0,0,0,0,0,0,0,0
Design,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Design,AR,abt-total,1,0,1,0,0,0,1,0,1
Design,AR,EFZ,1,0,1,0,0,0,1,0,1
Design,AR,EBA,0,0,0,0,0,0,0,0,0
Design,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Design,AI,abt-total,0,0,0,0,0,0,0,0,0
Design,AI,EFZ,0,0,0,0,0,0,0,0,0
Design,AI,EBA,0,0,0,0,0,0,0,0,0
Design,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Design,SG,abt-total,34,0,34,11,0,11,23,0,23
Design,SG,EFZ,34,0,34,11,0,11,23,0,23
Design,SG,EBA,0,0,0,0,0,0,0,0,0
Design,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Design,GR,abt-total,11,0,11,2,0,2,9,0,9
Design,GR,EFZ,11,0,11,2,0,2,9,0,9
Design,GR,EBA,0,0,0,0,0,0,0,0,0
Design,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Design,AG,abt-total,32,0,32,11,0,11,21,0,21
Design,AG,EFZ,32,0,32,11,0,11,21,0,21
Design,AG,EBA,0,0,0,0,0,0,0,0,0
Design,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Design,TG,abt-total,9,0,9,3,0,3,6,0,6
Design,TG,EFZ,9,0,9,3,0,3,6,0,6
Design,TG,EBA,0,0,0,0,0,0,0,0,0
Design,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Design,TI,abt-total,30,20,10,13,6,7,17,14,3
Design,TI,EFZ,30,20,10,13,6,7,17,14,3
Design,TI,EBA,0,0,0,0,0,0,0,0,0
Design,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Design,VD,abt-total,96,34,62,36,2,34,60,32,28
Design,VD,EFZ,96,34,62,36,2,34,60,32,28
Design,VD,EBA,0,0,0,0,0,0,0,0,0
Design,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Design,VS,abt-total,11,0,11,3,0,3,8,0,8
Design,VS,EFZ,11,0,11,3,0,3,8,0,8
Design,VS,EBA,0,0,0,0,0,0,0,0,0
Design,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Design,NE,abt-total,11,0,11,7,0,7,4,0,4
Design,NE,EFZ,11,0,11,7,0,7,4,0,4
Design,NE,EBA,0,0,0,0,0,0,0,0,0
Design,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Design,GE,abt-total,22,0,22,15,0,15,7,0,7
Design,GE,EFZ,22,0,22,15,0,15,7,0,7
Design,GE,EBA,0,0,0,0,0,0,0,0,0
Design,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Design,JU,abt-total,5,0,5,1,0,1,4,0,4
Design,JU,EFZ,5,0,5,1,0,1,4,0,4
Design,JU,EBA,0,0,0,0,0,0,0,0,0
Design,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,,abt-total,531,92,439,86,20,66,445,72,373
Kunstgewerbe,,EFZ,518,92,426,86,20,66,432,72,360
Kunstgewerbe,,EBA,13,0,13,0,0,0,13,0,13
Kunstgewerbe,,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,ZH,abt-total,84,0,84,15,0,15,69,0,69
Kunstgewerbe,ZH,EFZ,80,0,80,15,0,15,65,0,65
Kunstgewerbe,ZH,EBA,4,0,4,0,0,0,4,0,4
Kunstgewerbe,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,BE,abt-total,101,26,75,17,7,10,84,19,65
Kunstgewerbe,BE,EFZ,98,26,72,17,7,10,81,19,62
Kunstgewerbe,BE,EBA,3,0,3,0,0,0,3,0,3
Kunstgewerbe,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,LU,abt-total,29,0,29,3,0,3,26,0,26
Kunstgewerbe,LU,EFZ,28,0,28,3,0,3,25,0,25
Kunstgewerbe,LU,EBA,1,0,1,0,0,0,1,0,1
Kunstgewerbe,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,UR,abt-total,1,0,1,0,0,0,1,0,1
Kunstgewerbe,UR,EFZ,1,0,1,0,0,0,1,0,1
Kunstgewerbe,UR,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SZ,abt-total,7,0,7,2,0,2,5,0,5
Kunstgewerbe,SZ,EFZ,7,0,7,2,0,2,5,0,5
Kunstgewerbe,SZ,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,OW,abt-total,1,0,1,0,0,0,1,0,1
Kunstgewerbe,OW,EFZ,1,0,1,0,0,0,1,0,1
Kunstgewerbe,OW,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,NW,abt-total,2,0,2,0,0,0,2,0,2
Kunstgewerbe,NW,EFZ,2,0,2,0,0,0,2,0,2
Kunstgewerbe,NW,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,GL,abt-total,5,0,5,3,0,3,2,0,2
Kunstgewerbe,GL,EFZ,5,0,5,3,0,3,2,0,2
Kunstgewerbe,GL,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,ZG,abt-total,3,0,3,0,0,0,3,0,3
Kunstgewerbe,ZG,EFZ,3,0,3,0,0,0,3,0,3
Kunstgewerbe,ZG,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,FR,abt-total,12,0,12,1,0,1,11,0,11
Kunstgewerbe,FR,EFZ,12,0,12,1,0,1,11,0,11
Kunstgewerbe,FR,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SO,abt-total,11,0,11,1,0,1,10,0,10
Kunstgewerbe,SO,EFZ,10,0,10,1,0,1,9,0,9
Kunstgewerbe,SO,EBA,1,0,1,0,0,0,1,0,1
Kunstgewerbe,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,BS,abt-total,7,0,7,1,0,1,6,0,6
Kunstgewerbe,BS,EFZ,7,0,7,1,0,1,6,0,6
Kunstgewerbe,BS,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,BL,abt-total,11,0,11,2,0,2,9,0,9
Kunstgewerbe,BL,EFZ,11,0,11,2,0,2,9,0,9
Kunstgewerbe,BL,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SH,abt-total,5,0,5,1,0,1,4,0,4
Kunstgewerbe,SH,EFZ,5,0,5,1,0,1,4,0,4
Kunstgewerbe,SH,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AR,abt-total,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AR,EFZ,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AR,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AI,abt-total,2,0,2,0,0,0,2,0,2
Kunstgewerbe,AI,EFZ,2,0,2,0,0,0,2,0,2
Kunstgewerbe,AI,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SG,abt-total,40,0,40,5,0,5,35,0,35
Kunstgewerbe,SG,EFZ,39,0,39,5,0,5,34,0,34
Kunstgewerbe,SG,EBA,1,0,1,0,0,0,1,0,1
Kunstgewerbe,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,GR,abt-total,15,0,15,1,0,1,14,0,14
Kunstgewerbe,GR,EFZ,14,0,14,1,0,1,13,0,13
Kunstgewerbe,GR,EBA,1,0,1,0,0,0,1,0,1
Kunstgewerbe,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AG,abt-total,32,0,32,1,0,1,31,0,31
Kunstgewerbe,AG,EFZ,32,0,32,1,0,1,31,0,31
Kunstgewerbe,AG,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,TG,abt-total,22,0,22,3,0,3,19,0,19
Kunstgewerbe,TG,EFZ,22,0,22,3,0,3,19,0,19
Kunstgewerbe,TG,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,TI,abt-total,20,7,13,4,0,4,16,7,9
Kunstgewerbe,TI,EFZ,19,7,12,4,0,4,15,7,8
Kunstgewerbe,TI,EBA,1,0,1,0,0,0,1,0,1
Kunstgewerbe,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,VD,abt-total,46,8,38,7,1,6,39,7,32
Kunstgewerbe,VD,EFZ,46,8,38,7,1,6,39,7,32
Kunstgewerbe,VD,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,VS,abt-total,4,0,4,1,0,1,3,0,3
Kunstgewerbe,VS,EFZ,3,0,3,1,0,1,2,0,2
Kunstgewerbe,VS,EBA,1,0,1,0,0,0,1,0,1
Kunstgewerbe,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,NE,abt-total,20,12,8,6,3,3,14,9,5
Kunstgewerbe,NE,EFZ,20,12,8,6,3,3,14,9,5
Kunstgewerbe,NE,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,GE,abt-total,49,39,10,12,9,3,37,30,7
Kunstgewerbe,GE,EFZ,49,39,10,12,9,3,37,30,7
Kunstgewerbe,GE,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,JU,abt-total,2,0,2,0,0,0,2,0,2
Kunstgewerbe,JU,EFZ,2,0,2,0,0,0,2,0,2
Kunstgewerbe,JU,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,JU,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",,abt-total,105,0,105,43,0,43,62,0,62
"Bibliothek, Informationswesen, Archiv",,EFZ,105,0,105,43,0,43,62,0,62
"Bibliothek, Informationswesen, Archiv",,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",ZH,abt-total,11,0,11,5,0,5,6,0,6
"Bibliothek, Informationswesen, Archiv",ZH,EFZ,11,0,11,5,0,5,6,0,6
"Bibliothek, Informationswesen, Archiv",ZH,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",ZH,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",BE,abt-total,14,0,14,4,0,4,10,0,10
"Bibliothek, Informationswesen, Archiv",BE,EFZ,14,0,14,4,0,4,10,0,10
"Bibliothek, Informationswesen, Archiv",BE,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",BE,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",LU,abt-total,2,0,2,1,0,1,1,0,1
"Bibliothek, Informationswesen, Archiv",LU,EFZ,2,0,2,1,0,1,1,0,1
"Bibliothek, Informationswesen, Archiv",LU,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",LU,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",UR,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",UR,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",UR,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",UR,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SZ,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SZ,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SZ,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SZ,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",OW,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",OW,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",OW,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",OW,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NW,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NW,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NW,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NW,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GL,abt-total,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",GL,EFZ,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",GL,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GL,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",ZG,abt-total,1,0,1,1,0,1,0,0,0
"Bibliothek, Informationswesen, Archiv",ZG,EFZ,1,0,1,1,0,1,0,0,0
"Bibliothek, Informationswesen, Archiv",ZG,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",ZG,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",FR,abt-total,3,0,3,2,0,2,1,0,1
"Bibliothek, Informationswesen, Archiv",FR,EFZ,3,0,3,2,0,2,1,0,1
"Bibliothek, Informationswesen, Archiv",FR,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",FR,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SO,abt-total,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",SO,EFZ,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",SO,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SO,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",BS,abt-total,5,0,5,2,0,2,3,0,3
"Bibliothek, Informationswesen, Archiv",BS,EFZ,5,0,5,2,0,2,3,0,3
"Bibliothek, Informationswesen, Archiv",BS,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",BS,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",BL,abt-total,2,0,2,1,0,1,1,0,1
"Bibliothek, Informationswesen, Archiv",BL,EFZ,2,0,2,1,0,1,1,0,1
"Bibliothek, Informationswesen, Archiv",BL,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",Bl,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SH,abt-total,2,0,2,1,0,1,1,0,1
"Bibliothek, Informationswesen, Archiv",SH,EFZ,2,0,2,1,0,1,1,0,1
"Bibliothek, Informationswesen, Archiv",SH,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SH,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AR,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AR,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AR,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AR,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AI,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AI,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AI,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AI,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SG,abt-total,2,0,2,1,0,1,1,0,1
"Bibliothek, Informationswesen, Archiv",SG,EFZ,2,0,2,1,0,1,1,0,1
"Bibliothek, Informationswesen, Archiv",SG,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SG,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GR,abt-total,1,0,1,1,0,1,0,0,0
"Bibliothek, Informationswesen, Archiv",GR,EFZ,1,0,1,1,0,1,0,0,0
"Bibliothek, Informationswesen, Archiv",GR,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GR,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AG,abt-total,2,0,2,1,0,1,1,0,1
"Bibliothek, Informationswesen, Archiv",AG,EFZ,2,0,2,1,0,1,1,0,1
"Bibliothek, Informationswesen, Archiv",AG,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AG,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TG,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TG,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TG,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TG,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TI,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TI,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TI,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TI,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",VD,abt-total,29,0,29,10,0,10,19,0,19
"Bibliothek, Informationswesen, Archiv",VD,EFZ,29,0,29,10,0,10,19,0,19
"Bibliothek, Informationswesen, Archiv",VD,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",VD,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",VS,abt-total,6,0,6,4,0,4,2,0,2
"Bibliothek, Informationswesen, Archiv",VS,EFZ,6,0,6,4,0,4,2,0,2
"Bibliothek, Informationswesen, Archiv",VS,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",VS,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NE,abt-total,8,0,8,3,0,3,5,0,5
"Bibliothek, Informationswesen, Archiv",NE,EFZ,8,0,8,3,0,3,5,0,5
"Bibliothek, Informationswesen, Archiv",NE,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NE,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GE,abt-total,12,0,12,6,0,6,6,0,6
"Bibliothek, Informationswesen, Archiv",GE,EFZ,12,0,12,6,0,6,6,0,6
"Bibliothek, Informationswesen, Archiv",GE,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GE,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",JU,abt-total,3,0,3,0,0,0,3,0,3
"Bibliothek, Informationswesen, Archiv",JU,EFZ,3,0,3,0,0,0,3,0,3
"Bibliothek, Informationswesen, Archiv",JU,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",JU,nReglementiert,0,0,0,0,0,0,0,0,0
Handel,,abt-total,10231,0,10231,4029,0,4029,6202,0,6202
Handel,,EFZ,8528,0,8528,3400,0,3400,5128,0,5128
Handel,,EBA,1703,0,1703,629,0,629,1074,0,1074
Handel,,nReglementiert,0,0,0,0,0,0,0,0,0
Handel,ZH,abt-total,1848,0,1848,777,0,777,1071,0,1071
Handel,ZH,EFZ,1484,0,1484,641,0,641,843,0,843
Handel,ZH,EBA,364,0,364,136,0,136,228,0,228
Handel,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Handel,BE,abt-total,1223,0,1223,479,0,479,744,0,744
Handel,BE,EFZ,1019,0,1019,398,0,398,621,0,621
Handel,BE,EBA,204,0,204,81,0,81,123,0,123
Handel,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Handel,LU,abt-total,620,0,620,218,0,218,402,0,402
Handel,LU,EFZ,513,0,513,185,0,185,328,0,328
