Ausbildungsfeld,Canton,Ausbildungstyp,Geschlecht_Total,Geschlecht_Vollschulisch,Geschlecht_Dual,Mann_Total,Mann_Vollschulisch,Mann_Dual,Frau_Total,Frau_Vollschulisch,Frau_Dual
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",AR,EFZ,22,0,22,19,0,19,3,0,3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",AR,EBA,2,0,2,2,0,2,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",AR,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",AI,abt-total,9,0,9,6,0,6,3,0,3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",AI,EFZ,7,0,7,4,0,4,3,0,3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",AI,EBA,2,0,2,2,0,2,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",AI,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",SG,abt-total,164,0,164,153,0,153,11,0,11
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",SG,EFZ,115,0,115,107,0,107,8,0,8
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",SG,EBA,49,0,49,46,0,46,3,0,3
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",SG,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",GR,abt-total,75,6,69,66,6,60,9,0,9
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",GR,EFZ,60,5,55,51,5,46,9,0,9
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",GR,EBA,15,1,14,15,1,14,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",GR,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",AG,abt-total,159,0,159,149,0,149,10,0,10
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",AG,EFZ,125,0,125,116,0,116,9,0,9
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",AG,EBA,34,0,34,33,0,33,1,0,1
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",AG,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",TG,abt-total,97,0,97,89,0,89,8,0,8
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",TG,EFZ,76,0,76,70,0,70,6,0,6
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",TG,EBA,21,0,21,19,0,19,2,0,2
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",TG,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",TI,abt-total,38,0,38,38,0,38,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",TI,EFZ,31,0,31,31,0,31,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",TI,EBA,7,0,7,7,0,7,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",TI,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",VD,abt-total,155,27,128,135,21,114,20,6,14
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",VD,EFZ,151,27,124,131,21,110,20,6,14
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",VD,EBA,4,0,4,4,0,4,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",VD,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",VS,abt-total,128,0,128,120,0,120,8,0,8
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",VS,EFZ,117,0,117,109,0,109,8,0,8
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",VS,EBA,11,0,11,11,0,11,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",VS,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",NE,abt-total,42,0,42,42,0,42,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",NE,EFZ,41,0,41,41,0,41,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",NE,EBA,1,0,1,1,0,1,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",NE,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",GE,abt-total,74,46,28,68,41,27,6,5,1
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",GE,EFZ,69,46,23,63,41,22,6,5,1
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",GE,EBA,5,0,5,5,0,5,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",GE,nReglementiert,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",JU,abt-total,18,0,18,17,0,17,1,0,1
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",JU,EFZ,18,0,18,17,0,17,1,0,1
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",JU,EBA,0,0,0,0,0,0,0,0,0
"Werkstoffe (Holz, Papier, Kunststoff, Glas)",JU,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,,abt-total,1791,123,1668,1260,82,1178,531,41,490
Architektur und Städteplanung,,EFZ,1791,123,1668,1260,82,1178,531,41,490
Architektur und Städteplanung,,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,ZH,abt-total,260,0,260,183,0,183,77,0,77
Architektur und Städteplanung,ZH,EFZ,260,0,260,183,0,183,77,0,77
Architektur und Städteplanung,ZH,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,BE,abt-total,236,2,234,166,1,165,70,1,69
Architektur und Städteplanung,BE,EFZ,236,2,234,166,1,165,70,1,69
Architektur und Städteplanung,BE,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,LU,abt-total,93,0,93,62,0,62,31,0,31
Architektur und Städteplanung,LU,EFZ,93,0,93,62,0,62,31,0,31
Architektur und Städteplanung,LU,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,UR,abt-total,8,0,8,6,0,6,2,0,2
Architektur und Städteplanung,UR,EFZ,8,0,8,6,0,6,2,0,2
Architektur und Städteplanung,UR,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,SZ,abt-total,36,0,36,28,0,28,8,0,8
Architektur und Städteplanung,SZ,EFZ,36,0,36,28,0,28,8,0,8
Architektur und Städteplanung,SZ,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,OW,abt-total,8,0,8,5,0,5,3,0,3
Architektur und Städteplanung,OW,EFZ,8,0,8,5,0,5,3,0,3
Architektur und Städteplanung,OW,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,NW,abt-total,7,0,7,5,0,5,2,0,2
Architektur und Städteplanung,NW,EFZ,7,0,7,5,0,5,2,0,2
Architektur und Städteplanung,NW,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,GL,abt-total,8,0,8,4,0,4,4,0,4
Architektur und Städteplanung,GL,EFZ,8,0,8,4,0,4,4,0,4
Architektur und Städteplanung,GL,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,ZG,abt-total,38,0,38,26,0,26,12,0,12
Architektur und Städteplanung,ZG,EFZ,38,0,38,26,0,26,12,0,12
Architektur und Städteplanung,ZG,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,FR,abt-total,75,0,75,60,0,60,15,0,15
Architektur und Städteplanung,FR,EFZ,75,0,75,60,0,60,15,0,15
Architektur und Städteplanung,FR,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,SO,abt-total,37,0,37,28,0,28,9,0,9
Architektur und Städteplanung,SO,EFZ,37,0,37,28,0,28,9,0,9
Architektur und Städteplanung,SO,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,BS,abt-total,42,0,42,30,0,30,12,0,12
Architektur und Städteplanung,BS,EFZ,42,0,42,30,0,30,12,0,12
Architektur und Städteplanung,BS,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,BL,abt-total,38,0,38,28,0,28,10,0,10
Architektur und Städteplanung,BL,EFZ,38,0,38,28,0,28,10,0,10
Architektur und Städteplanung,BL,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,SH,abt-total,13,0,13,6,0,6,7,0,7
Architektur und Städteplanung,SH,EFZ,13,0,13,6,0,6,7,0,7
Architektur und Städteplanung,SH,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,AR,abt-total,12,0,12,8,0,8,4,0,4
Architektur und Städteplanung,AR,EFZ,12,0,12,8,0,8,4,0,4
Architektur und Städteplanung,AR,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,AI,abt-total,3,0,3,2,0,2,1,0,1
Architektur und Städteplanung,AI,EFZ,3,0,3,2,0,2,1,0,1
Architektur und Städteplanung,AI,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,SG,abt-total,120,0,120,75,0,75,45,0,45
Architektur und Städteplanung,SG,EFZ,120,0,120,75,0,75,45,0,45
Architektur und Städteplanung,SG,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,GR,abt-total,58,0,58,36,0,36,22,0,22
Architektur und Städteplanung,GR,EFZ,58,0,58,36,0,36,22,0,22
Architektur und Städteplanung,GR,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,AG,abt-total,124,0,124,78,0,78,46,0,46
Architektur und Städteplanung,AG,EFZ,124,0,124,78,0,78,46,0,46
Architektur und Städteplanung,AG,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,TG,abt-total,52,0,52,35,0,35,17,0,17
Architektur und Städteplanung,TG,EFZ,52,0,52,35,0,35,17,0,17
Architektur und Städteplanung,TG,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,TI,abt-total,101,42,59,73,25,48,28,17,11
Architektur und Städteplanung,TI,EFZ,101,42,59,73,25,48,28,17,11
Architektur und Städteplanung,TI,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,VD,abt-total,148,0,148,117,0,117,31,0,31
Architektur und Städteplanung,VD,EFZ,148,0,148,117,0,117,31,0,31
Architektur und Städteplanung,VD,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,VS,abt-total,94,0,94,70,0,70,24,0,24
Architektur und Städteplanung,VS,EFZ,94,0,94,70,0,70,24,0,24
Architektur und Städteplanung,VS,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,NE,abt-total,34,0,34,23,0,23,11,0,11
Architektur und Städteplanung,NE,EFZ,34,0,34,23,0,23,11,0,11
Architektur und Städteplanung,NE,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,GE,abt-total,123,79,44,89,56,33,34,23,11
Architektur und Städteplanung,GE,EFZ,123,79,44,89,56,33,34,23,11
Architektur und Städteplanung,GE,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,JU,abt-total,23,0,23,17,0,17,6,0,6
Architektur und Städteplanung,JU,EFZ,23,0,23,17,0,17,6,0,6
Architektur und Städteplanung,JU,EBA,0,0,0,0,0,0,0,0,0
Architektur und Städteplanung,JU,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",,abt-total,6877,34,6843,6381,34,6347,496,0,496
"Baugewerbe, Hoch- und Tiefbau",,EFZ,6648,34,6614,6155,34,6121,493,0,493
"Baugewerbe, Hoch- und Tiefbau",,EBA,229,0,229,226,0,226,3,0,3
"Baugewerbe, Hoch- und Tiefbau",,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",ZH,abt-total,886,3,883,815,3,812,71,0,71
"Baugewerbe, Hoch- und Tiefbau",ZH,EFZ,854,3,851,785,3,782,69,0,69
"Baugewerbe, Hoch- und Tiefbau",ZH,EBA,32,0,32,30,0,30,2,0,2
"Baugewerbe, Hoch- und Tiefbau",ZH,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",BE,abt-total,1007,15,992,904,15,889,103,0,103
"Baugewerbe, Hoch- und Tiefbau",BE,EFZ,967,15,952,865,15,850,102,0,102
"Baugewerbe, Hoch- und Tiefbau",BE,EBA,40,0,40,39,0,39,1,0,1
"Baugewerbe, Hoch- und Tiefbau",BE,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",LU,abt-total,405,0,405,374,0,374,31,0,31
"Baugewerbe, Hoch- und Tiefbau",LU,EFZ,393,0,393,362,0,362,31,0,31
"Baugewerbe, Hoch- und Tiefbau",LU,EBA,12,0,12,12,0,12,0,0,0
"Baugewerbe, Hoch- und Tiefbau",LU,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",UR,abt-total,78,0,78,71,0,71,7,0,7
"Baugewerbe, Hoch- und Tiefbau",UR,EFZ,75,0,75,68,0,68,7,0,7
"Baugewerbe, Hoch- und Tiefbau",UR,EBA,3,0,3,3,0,3,0,0,0
"Baugewerbe, Hoch- und Tiefbau",UR,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",SZ,abt-total,159,0,159,151,0,151,8,0,8
"Baugewerbe, Hoch- und Tiefbau",SZ,EFZ,152,0,152,144,0,144,8,0,8
"Baugewerbe, Hoch- und Tiefbau",SZ,EBA,7,0,7,7,0,7,0,0,0
"Baugewerbe, Hoch- und Tiefbau",SZ,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",OW,abt-total,54,0,54,49,0,49,5,0,5
"Baugewerbe, Hoch- und Tiefbau",OW,EFZ,52,0,52,47,0,47,5,0,5
"Baugewerbe, Hoch- und Tiefbau",OW,EBA,2,0,2,2,0,2,0,0,0
"Baugewerbe, Hoch- und Tiefbau",OW,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",NW,abt-total,51,0,51,48,0,48,3,0,3
"Baugewerbe, Hoch- und Tiefbau",NW,EFZ,51,0,51,48,0,48,3,0,3
"Baugewerbe, Hoch- und Tiefbau",NW,EBA,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",NW,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",GL,abt-total,78,0,78,73,0,73,5,0,5
"Baugewerbe, Hoch- und Tiefbau",GL,EFZ,70,0,70,65,0,65,5,0,5
"Baugewerbe, Hoch- und Tiefbau",GL,EBA,8,0,8,8,0,8,0,0,0
"Baugewerbe, Hoch- und Tiefbau",GL,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",ZG,abt-total,122,0,122,113,0,113,9,0,9
"Baugewerbe, Hoch- und Tiefbau",ZG,EFZ,113,0,113,104,0,104,9,0,9
"Baugewerbe, Hoch- und Tiefbau",ZG,EBA,9,0,9,9,0,9,0,0,0
"Baugewerbe, Hoch- und Tiefbau",ZG,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",FR,abt-total,285,0,285,275,0,275,10,0,10
"Baugewerbe, Hoch- und Tiefbau",FR,EFZ,281,0,281,271,0,271,10,0,10
"Baugewerbe, Hoch- und Tiefbau",FR,EBA,4,0,4,4,0,4,0,0,0
"Baugewerbe, Hoch- und Tiefbau",FR,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",SO,abt-total,185,0,185,172,0,172,13,0,13
"Baugewerbe, Hoch- und Tiefbau",SO,EFZ,179,0,179,166,0,166,13,0,13
"Baugewerbe, Hoch- und Tiefbau",SO,EBA,6,0,6,6,0,6,0,0,0
"Baugewerbe, Hoch- und Tiefbau",SO,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",BS,abt-total,106,0,106,90,0,90,16,0,16
"Baugewerbe, Hoch- und Tiefbau",BS,EFZ,103,0,103,87,0,87,16,0,16
"Baugewerbe, Hoch- und Tiefbau",BS,EBA,3,0,3,3,0,3,0,0,0
"Baugewerbe, Hoch- und Tiefbau",BS,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",BL,abt-total,225,0,225,212,0,212,13,0,13
"Baugewerbe, Hoch- und Tiefbau",BL,EFZ,218,0,218,205,0,205,13,0,13
"Baugewerbe, Hoch- und Tiefbau",BL,EBA,7,0,7,7,0,7,0,0,0
"Baugewerbe, Hoch- und Tiefbau",Bl,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",SH,abt-total,83,0,83,77,0,77,6,0,6
"Baugewerbe, Hoch- und Tiefbau",SH,EFZ,75,0,75,69,0,69,6,0,6
"Baugewerbe, Hoch- und Tiefbau",SH,EBA,8,0,8,8,0,8,0,0,0
"Baugewerbe, Hoch- und Tiefbau",SH,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",AR,abt-total,49,0,49,44,0,44,5,0,5
"Baugewerbe, Hoch- und Tiefbau",AR,EFZ,47,0,47,42,0,42,5,0,5
"Baugewerbe, Hoch- und Tiefbau",AR,EBA,2,0,2,2,0,2,0,0,0
"Baugewerbe, Hoch- und Tiefbau",AR,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",AI,abt-total,29,0,29,28,0,28,1,0,1
"Baugewerbe, Hoch- und Tiefbau",AI,EFZ,29,0,29,28,0,28,1,0,1
"Baugewerbe, Hoch- und Tiefbau",AI,EBA,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",AI,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",SG,abt-total,570,0,570,521,0,521,49,0,49
"Baugewerbe, Hoch- und Tiefbau",SG,EFZ,552,0,552,503,0,503,49,0,49
"Baugewerbe, Hoch- und Tiefbau",SG,EBA,18,0,18,18,0,18,0,0,0
"Baugewerbe, Hoch- und Tiefbau",SG,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",GR,abt-total,214,0,214,190,0,190,24,0,24
"Baugewerbe, Hoch- und Tiefbau",GR,EFZ,200,0,200,176,0,176,24,0,24
"Baugewerbe, Hoch- und Tiefbau",GR,EBA,14,0,14,14,0,14,0,0,0
"Baugewerbe, Hoch- und Tiefbau",GR,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",AG,abt-total,477,0,477,438,0,438,39,0,39
"Baugewerbe, Hoch- und Tiefbau",AG,EFZ,464,0,464,425,0,425,39,0,39
"Baugewerbe, Hoch- und Tiefbau",AG,EBA,13,0,13,13,0,13,0,0,0
"Baugewerbe, Hoch- und Tiefbau",AG,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",TG,abt-total,262,0,262,244,0,244,18,0,18
"Baugewerbe, Hoch- und Tiefbau",TG,EFZ,259,0,259,241,0,241,18,0,18
"Baugewerbe, Hoch- und Tiefbau",TG,EBA,3,0,3,3,0,3,0,0,0
"Baugewerbe, Hoch- und Tiefbau",TG,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",TI,abt-total,296,0,296,295,0,295,1,0,1
"Baugewerbe, Hoch- und Tiefbau",TI,EFZ,288,0,288,287,0,287,1,0,1
"Baugewerbe, Hoch- und Tiefbau",TI,EBA,8,0,8,8,0,8,0,0,0
"Baugewerbe, Hoch- und Tiefbau",TI,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",VD,abt-total,504,0,504,479,0,479,25,0,25
"Baugewerbe, Hoch- und Tiefbau",VD,EFZ,496,0,496,471,0,471,25,0,25
"Baugewerbe, Hoch- und Tiefbau",VD,EBA,8,0,8,8,0,8,0,0,0
"Baugewerbe, Hoch- und Tiefbau",VD,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",VS,abt-total,365,0,365,347,0,347,18,0,18
"Baugewerbe, Hoch- und Tiefbau",VS,EFZ,350,0,350,332,0,332,18,0,18
"Baugewerbe, Hoch- und Tiefbau",VS,EBA,15,0,15,15,0,15,0,0,0
"Baugewerbe, Hoch- und Tiefbau",VS,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",NE,abt-total,130,0,130,121,0,121,9,0,9
"Baugewerbe, Hoch- und Tiefbau",NE,EFZ,130,0,130,121,0,121,9,0,9
"Baugewerbe, Hoch- und Tiefbau",NE,EBA,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",NE,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",GE,abt-total,189,16,173,186,16,170,3,0,3
"Baugewerbe, Hoch- und Tiefbau",GE,EFZ,182,16,166,179,16,163,3,0,3
"Baugewerbe, Hoch- und Tiefbau",GE,EBA,7,0,7,7,0,7,0,0,0
"Baugewerbe, Hoch- und Tiefbau",GE,nReglementiert,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",JU,abt-total,68,0,68,64,0,64,4,0,4
"Baugewerbe, Hoch- und Tiefbau",JU,EFZ,68,0,68,64,0,64,4,0,4
"Baugewerbe, Hoch- und Tiefbau",JU,EBA,0,0,0,0,0,0,0,0,0
"Baugewerbe, Hoch- und Tiefbau",JU,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,,abt-total,1761,3,1758,1317,3,1314,444,0,444
Pflanzenbau und Tierzucht,,EFZ,1566,2,1564,1191,2,1189,375,0,375
Pflanzenbau und Tierzucht,,EBA,195,1,194,126,1,125,69,0,69
Pflanzenbau und Tierzucht,,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,ZH,abt-total,134,0,134,83,0,83,51,0,51
Pflanzenbau und Tierzucht,ZH,EFZ,113,0,113,68,0,68,45,0,45
Pflanzenbau und Tierzucht,ZH,EBA,21,0,21,15,0,15,6,0,6
Pflanzenbau und Tierzucht,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,BE,abt-total,318,1,317,242,1,241,76,0,76
Pflanzenbau und Tierzucht,BE,EFZ,272,0,272,204,0,204,68,0,68
Pflanzenbau und Tierzucht,BE,EBA,46,1,45,38,1,37,8,0,8
Pflanzenbau und Tierzucht,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Pflanzenbau und Tierzucht,LU,abt-total,126,0,126,98,0,98,28,0,28
Pflanzenbau und Tierzucht,LU,EFZ,109,0,109,91,0,91,18,0,18
Pflanzenbau und Tierzucht,LU,EBA,17,0,17,7,0,7,10,0,10
