Ausbildungsfeld,Canton,Ausbildungstyp,Geschlecht_Total,Geschlecht_Vollschulisch,Geschlecht_Dual,Mann_Total,Mann_Vollschulisch,Mann_Dual,Frau_Total,Frau_Vollschulisch,Frau_Dual
Audiovisuelle Techniken und Medienproduktion,VD,EFZ,284,147,137,144,67,77,140,80,60
Audiovisuelle Techniken und Medienproduktion,VD,EBA,2,0,2,2,0,2,0,0,0
Audiovisuelle Techniken und Medienproduktion,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,VS,abt-total,82,34,48,41,10,31,41,24,17
Audiovisuelle Techniken und Medienproduktion,VS,EFZ,82,34,48,41,10,31,41,24,17
Audiovisuelle Techniken und Medienproduktion,VS,EBA,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,NE,abt-total,52,39,13,29,20,9,23,19,4
Audiovisuelle Techniken und Medienproduktion,NE,EFZ,52,39,13,29,20,9,23,19,4
Audiovisuelle Techniken und Medienproduktion,NE,EBA,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,GE,abt-total,78,50,28,42,24,18,36,26,10
Audiovisuelle Techniken und Medienproduktion,GE,EFZ,78,50,28,42,24,18,36,26,10
Audiovisuelle Techniken und Medienproduktion,GE,EBA,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,JU,abt-total,1,0,1,1,0,1,0,0,0
Audiovisuelle Techniken und Medienproduktion,JU,EFZ,1,0,1,1,0,1,0,0,0
Audiovisuelle Techniken und Medienproduktion,JU,EBA,0,0,0,0,0,0,0,0,0
Audiovisuelle Techniken und Medienproduktion,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Design,,abt-total,411,51,360,133,3,130,278,48,230
Design,,EFZ,411,51,360,133,3,130,278,48,230
Design,,EBA,0,0,0,0,0,0,0,0,0
Design,,nReglementiert,0,0,0,0,0,0,0,0,0
Design,ZH,abt-total,53,0,53,15,0,15,38,0,38
Design,ZH,EFZ,53,0,53,15,0,15,38,0,38
Design,ZH,EBA,0,0,0,0,0,0,0,0,0
Design,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Design,BE,abt-total,43,0,43,10,0,10,33,0,33
Design,BE,EFZ,43,0,43,10,0,10,33,0,33
Design,BE,EBA,0,0,0,0,0,0,0,0,0
Design,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Design,LU,abt-total,18,0,18,6,0,6,12,0,12
Design,LU,EFZ,18,0,18,6,0,6,12,0,12
Design,LU,EBA,0,0,0,0,0,0,0,0,0
Design,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Design,UR,abt-total,1,0,1,1,0,1,0,0,0
Design,UR,EFZ,1,0,1,1,0,1,0,0,0
Design,UR,EBA,0,0,0,0,0,0,0,0,0
Design,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Design,SZ,abt-total,6,0,6,2,0,2,4,0,4
Design,SZ,EFZ,6,0,6,2,0,2,4,0,4
Design,SZ,EBA,0,0,0,0,0,0,0,0,0
Design,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Design,OW,abt-total,1,0,1,0,0,0,1,0,1
Design,OW,EFZ,1,0,1,0,0,0,1,0,1
Design,OW,EBA,0,0,0,0,0,0,0,0,0
Design,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Design,NW,abt-total,6,0,6,0,0,0,6,0,6
Design,NW,EFZ,6,0,6,0,0,0,6,0,6
Design,NW,EBA,0,0,0,0,0,0,0,0,0
Design,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Design,GL,abt-total,0,0,0,0,0,0,0,0,0
Design,GL,EFZ,0,0,0,0,0,0,0,0,0
Design,GL,EBA,0,0,0,0,0,0,0,0,0
Design,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Design,ZG,abt-total,9,0,9,4,0,4,5,0,5
Design,ZG,EFZ,9,0,9,4,0,4,5,0,5
Design,ZG,EBA,0,0,0,0,0,0,0,0,0
Design,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Design,FR,abt-total,15,0,15,9,0,9,6,0,6
Design,FR,EFZ,15,0,15,9,0,9,6,0,6
Design,FR,EBA,0,0,0,0,0,0,0,0,0
Design,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Design,SO,abt-total,6,0,6,3,0,3,3,0,3
Design,SO,EFZ,6,0,6,3,0,3,3,0,3
Design,SO,EBA,0,0,0,0,0,0,0,0,0
Design,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Design,BS,abt-total,10,0,10,6,0,6,4,0,4
Design,BS,EFZ,10,0,10,6,0,6,4,0,4
Design,BS,EBA,0,0,0,0,0,0,0,0,0
Design,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Design,BL,abt-total,3,0,3,1,0,1,2,0,2
Design,BL,EFZ,3,0,3,1,0,1,2,0,2
Design,BL,EBA,0,0,0,0,0,0,0,0,0
Design,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Design,SH,abt-total,2,0,2,0,0,0,2,0,2
Design,SH,EFZ,2,0,2,0,0,0,2,0,2
Design,SH,EBA,0,0,0,0,0,0,0,0,0
Design,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Design,AR,abt-total,1,0,1,0,0,0,1,0,1
Design,AR,EFZ,1,0,1,0,0,0,1,0,1
Design,AR,EBA,0,0,0,0,0,0,0,0,0
Design,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Design,AI,abt-total,0,0,0,0,0,0,0,0,0
Design,AI,EFZ,0,0,0,0,0,0,0,0,0
Design,AI,EBA,0,0,0,0,0,0,0,0,0
Design,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Design,SG,abt-total,22,0,22,3,0,3,19,0,19
Design,SG,EFZ,22,0,22,3,0,3,19,0,19
Design,SG,EBA,0,0,0,0,0,0,0,0,0
Design,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Design,GR,abt-total,16,0,16,4,0,4,12,0,12
Design,GR,EFZ,16,0,16,4,0,4,12,0,12
Design,GR,EBA,0,0,0,0,0,0,0,0,0
Design,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Design,AG,abt-total,22,0,22,7,0,7,15,0,15
Design,AG,EFZ,22,0,22,7,0,7,15,0,15
Design,AG,EBA,0,0,0,0,0,0,0,0,0
Design,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Design,TG,abt-total,8,0,8,2,0,2,6,0,6
Design,TG,EFZ,8,0,8,2,0,2,6,0,6
Design,TG,EBA,0,0,0,0,0,0,0,0,0
Design,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Design,TI,abt-total,34,20,14,10,0,10,24,20,4
Design,TI,EFZ,34,20,14,10,0,10,24,20,4
Design,TI,EBA,0,0,0,0,0,0,0,0,0
Design,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Design,VD,abt-total,88,31,57,28,3,25,60,28,32
Design,VD,EFZ,88,31,57,28,3,25,60,28,32
Design,VD,EBA,0,0,0,0,0,0,0,0,0
Design,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Design,VS,abt-total,18,0,18,7,0,7,11,0,11
Design,VS,EFZ,18,0,18,7,0,7,11,0,11
Design,VS,EBA,0,0,0,0,0,0,0,0,0
Design,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Design,NE,abt-total,5,0,5,2,0,2,3,0,3
Design,NE,EFZ,5,0,5,2,0,2,3,0,3
Design,NE,EBA,0,0,0,0,0,0,0,0,0
Design,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Design,GE,abt-total,24,0,24,13,0,13,11,0,11
Design,GE,EFZ,24,0,24,13,0,13,11,0,11
Design,GE,EBA,0,0,0,0,0,0,0,0,0
Design,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Design,JU,abt-total,0,0,0,0,0,0,0,0,0
Design,JU,EFZ,0,0,0,0,0,0,0,0,0
Design,JU,EBA,0,0,0,0,0,0,0,0,0
Design,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,,abt-total,485,90,395,70,23,47,415,67,348
Kunstgewerbe,,EFZ,469,90,379,70,23,47,399,67,332
Kunstgewerbe,,EBA,16,0,16,0,0,0,16,0,16
Kunstgewerbe,,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,ZH,abt-total,98,0,98,12,0,12,86,0,86
Kunstgewerbe,ZH,EFZ,90,0,90,12,0,12,78,0,78
Kunstgewerbe,ZH,EBA,8,0,8,0,0,0,8,0,8
Kunstgewerbe,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,BE,abt-total,88,29,59,8,5,3,80,24,56
Kunstgewerbe,BE,EFZ,88,29,59,8,5,3,80,24,56
Kunstgewerbe,BE,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,LU,abt-total,21,0,21,3,0,3,18,0,18
Kunstgewerbe,LU,EFZ,19,0,19,3,0,3,16,0,16
Kunstgewerbe,LU,EBA,2,0,2,0,0,0,2,0,2
Kunstgewerbe,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,UR,abt-total,2,0,2,0,0,0,2,0,2
Kunstgewerbe,UR,EFZ,2,0,2,0,0,0,2,0,2
Kunstgewerbe,UR,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SZ,abt-total,9,0,9,2,0,2,7,0,7
Kunstgewerbe,SZ,EFZ,9,0,9,2,0,2,7,0,7
Kunstgewerbe,SZ,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,OW,abt-total,4,0,4,1,0,1,3,0,3
Kunstgewerbe,OW,EFZ,4,0,4,1,0,1,3,0,3
Kunstgewerbe,OW,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,NW,abt-total,2,0,2,0,0,0,2,0,2
Kunstgewerbe,NW,EFZ,2,0,2,0,0,0,2,0,2
Kunstgewerbe,NW,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,GL,abt-total,4,0,4,2,0,2,2,0,2
Kunstgewerbe,GL,EFZ,4,0,4,2,0,2,2,0,2
Kunstgewerbe,GL,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,ZG,abt-total,3,0,3,0,0,0,3,0,3
Kunstgewerbe,ZG,EFZ,3,0,3,0,0,0,3,0,3
Kunstgewerbe,ZG,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,FR,abt-total,13,0,13,0,0,0,13,0,13
Kunstgewerbe,FR,EFZ,13,0,13,0,0,0,13,0,13
Kunstgewerbe,FR,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SO,abt-total,14,0,14,0,0,0,14,0,14
Kunstgewerbe,SO,EFZ,14,0,14,0,0,0,14,0,14
Kunstgewerbe,SO,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,BS,abt-total,12,0,12,4,0,4,8,0,8
Kunstgewerbe,BS,EFZ,12,0,12,4,0,4,8,0,8
Kunstgewerbe,BS,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,BL,abt-total,5,0,5,2,0,2,3,0,3
Kunstgewerbe,BL,EFZ,5,0,5,2,0,2,3,0,3
Kunstgewerbe,BL,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SH,abt-total,4,0,4,1,0,1,3,0,3
Kunstgewerbe,SH,EFZ,4,0,4,1,0,1,3,0,3
Kunstgewerbe,SH,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AR,abt-total,2,0,2,0,0,0,2,0,2
Kunstgewerbe,AR,EFZ,2,0,2,0,0,0,2,0,2
Kunstgewerbe,AR,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AI,abt-total,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AI,EFZ,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AI,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,SG,abt-total,29,0,29,5,0,5,24,0,24
Kunstgewerbe,SG,EFZ,28,0,28,5,0,5,23,0,23
Kunstgewerbe,SG,EBA,1,0,1,0,0,0,1,0,1
Kunstgewerbe,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,GR,abt-total,11,0,11,0,0,0,11,0,11
Kunstgewerbe,GR,EFZ,10,0,10,0,0,0,10,0,10
Kunstgewerbe,GR,EBA,1,0,1,0,0,0,1,0,1
Kunstgewerbe,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AG,abt-total,33,0,33,2,0,2,31,0,31
Kunstgewerbe,AG,EFZ,33,0,33,2,0,2,31,0,31
Kunstgewerbe,AG,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,TG,abt-total,14,0,14,1,0,1,13,0,13
Kunstgewerbe,TG,EFZ,14,0,14,1,0,1,13,0,13
Kunstgewerbe,TG,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,TI,abt-total,11,7,4,3,1,2,8,6,2
Kunstgewerbe,TI,EFZ,11,7,4,3,1,2,8,6,2
Kunstgewerbe,TI,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,VD,abt-total,44,11,33,8,5,3,36,6,30
Kunstgewerbe,VD,EFZ,40,11,29,8,5,3,32,6,26
Kunstgewerbe,VD,EBA,4,0,4,0,0,0,4,0,4
Kunstgewerbe,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,VS,abt-total,2,0,2,0,0,0,2,0,2
Kunstgewerbe,VS,EFZ,2,0,2,0,0,0,2,0,2
Kunstgewerbe,VS,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,NE,abt-total,16,9,7,4,3,1,12,6,6
Kunstgewerbe,NE,EFZ,16,9,7,4,3,1,12,6,6
Kunstgewerbe,NE,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,GE,abt-total,42,34,8,12,9,3,30,25,5
Kunstgewerbe,GE,EFZ,42,34,8,12,9,3,30,25,5
Kunstgewerbe,GE,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Kunstgewerbe,JU,abt-total,2,0,2,0,0,0,2,0,2
Kunstgewerbe,JU,EFZ,2,0,2,0,0,0,2,0,2
Kunstgewerbe,JU,EBA,0,0,0,0,0,0,0,0,0
Kunstgewerbe,JU,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",,abt-total,98,0,98,26,0,26,72,0,72
"Bibliothek, Informationswesen, Archiv",,EFZ,98,0,98,26,0,26,72,0,72
"Bibliothek, Informationswesen, Archiv",,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",ZH,abt-total,10,0,10,3,0,3,7,0,7
"Bibliothek, Informationswesen, Archiv",ZH,EFZ,10,0,10,3,0,3,7,0,7
"Bibliothek, Informationswesen, Archiv",ZH,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",ZH,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",BE,abt-total,11,0,11,4,0,4,7,0,7
"Bibliothek, Informationswesen, Archiv",BE,EFZ,11,0,11,4,0,4,7,0,7
"Bibliothek, Informationswesen, Archiv",BE,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",BE,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",LU,abt-total,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",LU,EFZ,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",LU,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",LU,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",UR,abt-total,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",UR,EFZ,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",UR,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",UR,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SZ,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SZ,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SZ,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SZ,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",OW,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",OW,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",OW,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",OW,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NW,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NW,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NW,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NW,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GL,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GL,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GL,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GL,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",ZG,abt-total,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",ZG,EFZ,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",ZG,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",ZG,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",FR,abt-total,2,0,2,0,0,0,2,0,2
"Bibliothek, Informationswesen, Archiv",FR,EFZ,2,0,2,0,0,0,2,0,2
"Bibliothek, Informationswesen, Archiv",FR,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",FR,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SO,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SO,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SO,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SO,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",BS,abt-total,6,0,6,1,0,1,5,0,5
"Bibliothek, Informationswesen, Archiv",BS,EFZ,6,0,6,1,0,1,5,0,5
"Bibliothek, Informationswesen, Archiv",BS,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",BS,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",BL,abt-total,2,0,2,0,0,0,2,0,2
"Bibliothek, Informationswesen, Archiv",BL,EFZ,2,0,2,0,0,0,2,0,2
"Bibliothek, Informationswesen, Archiv",BL,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",Bl,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SH,abt-total,1,0,1,1,0,1,0,0,0
"Bibliothek, Informationswesen, Archiv",SH,EFZ,1,0,1,1,0,1,0,0,0
"Bibliothek, Informationswesen, Archiv",SH,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SH,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AR,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AR,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AR,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AR,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AI,abt-total,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AI,EFZ,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AI,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AI,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SG,abt-total,4,0,4,2,0,2,2,0,2
"Bibliothek, Informationswesen, Archiv",SG,EFZ,4,0,4,2,0,2,2,0,2
"Bibliothek, Informationswesen, Archiv",SG,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",SG,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GR,abt-total,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",GR,EFZ,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",GR,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GR,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AG,abt-total,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",AG,EFZ,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",AG,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",AG,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TG,abt-total,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",TG,EFZ,1,0,1,0,0,0,1,0,1
"Bibliothek, Informationswesen, Archiv",TG,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TG,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TI,abt-total,1,0,1,1,0,1,0,0,0
"Bibliothek, Informationswesen, Archiv",TI,EFZ,1,0,1,1,0,1,0,0,0
"Bibliothek, Informationswesen, Archiv",TI,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",TI,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",VD,abt-total,28,0,28,7,0,7,21,0,21
"Bibliothek, Informationswesen, Archiv",VD,EFZ,28,0,28,7,0,7,21,0,21
"Bibliothek, Informationswesen, Archiv",VD,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",VD,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",VS,abt-total,4,0,4,0,0,0,4,0,4
"Bibliothek, Informationswesen, Archiv",VS,EFZ,4,0,4,0,0,0,4,0,4
"Bibliothek, Informationswesen, Archiv",VS,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",VS,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NE,abt-total,6,0,6,3,0,3,3,0,3
"Bibliothek, Informationswesen, Archiv",NE,EFZ,6,0,6,3,0,3,3,0,3
"Bibliothek, Informationswesen, Archiv",NE,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",NE,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GE,abt-total,14,0,14,2,0,2,12,0,12
"Bibliothek, Informationswesen, Archiv",GE,EFZ,14,0,14,2,0,2,12,0,12
"Bibliothek, Informationswesen, Archiv",GE,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",GE,nReglementiert,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",JU,abt-total,3,0,3,2,0,2,1,0,1
"Bibliothek, Informationswesen, Archiv",JU,EFZ,3,0,3,2,0,2,1,0,1
"Bibliothek, Informationswesen, Archiv",JU,EBA,0,0,0,0,0,0,0,0,0
"Bibliothek, Informationswesen, Archiv",JU,nReglementiert,0,0,0,0,0,0,0,0,0
Handel,,abt-total,10055,2,10053,4044,0,4044,6011,2,6009
Handel,,EFZ,8343,2,8341,3392,0,3392,4951,2,4949
Handel,,EBA,1712,0,1712,652,0,652,1060,0,1060
Handel,,nReglementiert,0,0,0,0,0,0,0,0,0
Handel,ZH,abt-total,1859,0,1859,816,0,816,1043,0,1043
Handel,ZH,EFZ,1512,0,1512,668,0,668,844,0,844
Handel,ZH,EBA,347,0,347,148,0,148,199,0,199
Handel,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Handel,BE,abt-total,1248,0,1248,478,0,478,770,0,770
Handel,BE,EFZ,1030,0,1030,402,0,402,628,0,628
Handel,BE,EBA,218,0,218,76,0,76,142,0,142
Handel,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Handel,LU,abt-total,592,0,592,210,0,210,382,0,382
Handel,LU,EFZ,468,0,468,176,0,176,292,0,292
Handel,LU,EBA,124,0,124,34,0,34,90,0,90
