Ausbildungsfeld,Canton,Ausbildungstyp,Geschlecht_Total,Geschlecht_Vollschulisch,Geschlecht_Dual,Mann_Total,Mann_Vollschulisch,Mann_Dual,Frau_Total,Frau_Vollschulisch,Frau_Dual
Informatik,GL,EBA,0,0,0,0,0,0,0,0,0
Informatik,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,ZG,abt-total,61,0,61,57,0,57,4,0,4
Informatik,ZG,EFZ,60,0,60,57,0,57,3,0,3
Informatik,ZG,EBA,1,0,1,0,0,0,1,0,1
Informatik,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,FR,abt-total,63,38,25,59,35,24,4,3,1
Informatik,FR,EFZ,63,38,25,59,35,24,4,3,1
Informatik,FR,EBA,0,0,0,0,0,0,0,0,0
Informatik,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,SO,abt-total,47,11,36,44,11,33,3,0,3
Informatik,SO,EFZ,45,11,34,43,11,32,2,0,2
Informatik,SO,EBA,2,0,2,1,0,1,1,0,1
Informatik,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,BS,abt-total,44,0,44,41,0,41,3,0,3
Informatik,BS,EFZ,41,0,41,38,0,38,3,0,3
Informatik,BS,EBA,3,0,3,3,0,3,0,0,0
Informatik,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,BL,abt-total,42,0,42,40,0,40,2,0,2
Informatik,BL,EFZ,38,0,38,36,0,36,2,0,2
Informatik,BL,EBA,4,0,4,4,0,4,0,0,0
Informatik,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,SH,abt-total,15,0,15,13,0,13,2,0,2
Informatik,SH,EFZ,15,0,15,13,0,13,2,0,2
Informatik,SH,EBA,0,0,0,0,0,0,0,0,0
Informatik,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,AR,abt-total,8,0,8,8,0,8,0,0,0
Informatik,AR,EFZ,8,0,8,8,0,8,0,0,0
Informatik,AR,EBA,0,0,0,0,0,0,0,0,0
Informatik,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,AI,abt-total,1,0,1,1,0,1,0,0,0
Informatik,AI,EFZ,1,0,1,1,0,1,0,0,0
Informatik,AI,EBA,0,0,0,0,0,0,0,0,0
Informatik,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,SG,abt-total,87,0,87,80,0,80,7,0,7
Informatik,SG,EFZ,86,0,86,79,0,79,7,0,7
Informatik,SG,EBA,1,0,1,1,0,1,0,0,0
Informatik,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,GR,abt-total,33,3,30,30,3,27,3,0,3
Informatik,GR,EFZ,33,3,30,30,3,27,3,0,3
Informatik,GR,EBA,0,0,0,0,0,0,0,0,0
Informatik,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,AG,abt-total,105,0,105,97,0,97,8,0,8
Informatik,AG,EFZ,97,0,97,90,0,90,7,0,7
Informatik,AG,EBA,8,0,8,7,0,7,1,0,1
Informatik,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,TG,abt-total,29,0,29,28,0,28,1,0,1
Informatik,TG,EFZ,28,0,28,27,0,27,1,0,1
Informatik,TG,EBA,1,0,1,1,0,1,0,0,0
Informatik,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,TI,abt-total,47,20,27,46,20,26,1,0,1
Informatik,TI,EFZ,46,20,26,45,20,25,1,0,1
Informatik,TI,EBA,1,0,1,1,0,1,0,0,0
Informatik,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,VD,abt-total,212,111,101,195,99,96,17,12,5
Informatik,VD,EFZ,205,111,94,188,99,89,17,12,5
Informatik,VD,EBA,7,0,7,7,0,7,0,0,0
Informatik,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,VS,abt-total,59,39,20,54,34,20,5,5,0
Informatik,VS,EFZ,55,39,16,50,34,16,5,5,0
Informatik,VS,EBA,4,0,4,4,0,4,0,0,0
Informatik,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,NE,abt-total,129,114,15,118,103,15,11,11,0
Informatik,NE,EFZ,129,114,15,118,103,15,11,11,0
Informatik,NE,EBA,0,0,0,0,0,0,0,0,0
Informatik,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,GE,abt-total,108,80,28,94,67,27,14,13,1
Informatik,GE,EFZ,107,80,27,93,67,26,14,13,1
Informatik,GE,EBA,1,0,1,1,0,1,0,0,0
Informatik,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,JU,abt-total,32,27,5,29,24,5,3,3,0
Informatik,JU,EFZ,32,27,5,29,24,5,3,3,0
Informatik,JU,EBA,0,0,0,0,0,0,0,0,0
Informatik,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,,abt-total,4822,556,4266,4426,471,3955,396,85,311
Maschinenbau und Metallverarbeitung,,EFZ,4376,499,3877,4050,422,3628,326,77,249
Maschinenbau und Metallverarbeitung,,EBA,445,57,388,375,49,326,70,8,62
Maschinenbau und Metallverarbeitung,,nReglementiert,1,0,1,1,0,1,0,0,0
Maschinenbau und Metallverarbeitung,ZH,abt-total,585,18,567,554,16,538,31,2,29
Maschinenbau und Metallverarbeitung,ZH,EFZ,548,16,532,517,14,503,31,2,29
Maschinenbau und Metallverarbeitung,ZH,EBA,37,2,35,37,2,35,0,0,0
Maschinenbau und Metallverarbeitung,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,BE,abt-total,740,160,580,702,142,560,38,18,20
Maschinenbau und Metallverarbeitung,BE,EFZ,656,106,550,628,96,532,28,10,18
Maschinenbau und Metallverarbeitung,BE,EBA,84,54,30,74,46,28,10,8,2
Maschinenbau und Metallverarbeitung,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,LU,abt-total,251,0,251,240,0,240,11,0,11
Maschinenbau und Metallverarbeitung,LU,EFZ,224,0,224,213,0,213,11,0,11
Maschinenbau und Metallverarbeitung,LU,EBA,27,0,27,27,0,27,0,0,0
Maschinenbau und Metallverarbeitung,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,UR,abt-total,27,0,27,25,0,25,2,0,2
Maschinenbau und Metallverarbeitung,UR,EFZ,26,0,26,24,0,24,2,0,2
Maschinenbau und Metallverarbeitung,UR,EBA,1,0,1,1,0,1,0,0,0
Maschinenbau und Metallverarbeitung,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,SZ,abt-total,71,0,71,68,0,68,3,0,3
Maschinenbau und Metallverarbeitung,SZ,EFZ,69,0,69,66,0,66,3,0,3
Maschinenbau und Metallverarbeitung,SZ,EBA,2,0,2,2,0,2,0,0,0
Maschinenbau und Metallverarbeitung,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,OW,abt-total,28,0,28,26,0,26,2,0,2
Maschinenbau und Metallverarbeitung,OW,EFZ,26,0,26,24,0,24,2,0,2
Maschinenbau und Metallverarbeitung,OW,EBA,2,0,2,2,0,2,0,0,0
Maschinenbau und Metallverarbeitung,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,NW,abt-total,32,0,32,31,0,31,1,0,1
Maschinenbau und Metallverarbeitung,NW,EFZ,32,0,32,31,0,31,1,0,1
Maschinenbau und Metallverarbeitung,NW,EBA,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,GL,abt-total,40,0,40,38,0,38,2,0,2
Maschinenbau und Metallverarbeitung,GL,EFZ,37,0,37,35,0,35,2,0,2
Maschinenbau und Metallverarbeitung,GL,EBA,3,0,3,3,0,3,0,0,0
Maschinenbau und Metallverarbeitung,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,ZG,abt-total,55,0,55,52,0,52,3,0,3
Maschinenbau und Metallverarbeitung,ZG,EFZ,52,0,52,49,0,49,3,0,3
Maschinenbau und Metallverarbeitung,ZG,EBA,3,0,3,3,0,3,0,0,0
Maschinenbau und Metallverarbeitung,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,FR,abt-total,151,13,138,145,13,132,6,0,6
Maschinenbau und Metallverarbeitung,FR,EFZ,146,13,133,140,13,127,6,0,6
Maschinenbau und Metallverarbeitung,FR,EBA,5,0,5,5,0,5,0,0,0
Maschinenbau und Metallverarbeitung,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,SO,abt-total,245,14,231,213,11,202,32,3,29
Maschinenbau und Metallverarbeitung,SO,EFZ,228,14,214,205,11,194,23,3,20
Maschinenbau und Metallverarbeitung,SO,EBA,17,0,17,8,0,8,9,0,9
Maschinenbau und Metallverarbeitung,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,BS,abt-total,63,24,39,61,23,38,2,1,1
Maschinenbau und Metallverarbeitung,BS,EFZ,59,24,35,58,23,35,1,1,0
Maschinenbau und Metallverarbeitung,BS,EBA,4,0,4,3,0,3,1,0,1
Maschinenbau und Metallverarbeitung,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,BL,abt-total,135,0,135,127,0,127,8,0,8
Maschinenbau und Metallverarbeitung,BL,EFZ,123,0,123,115,0,115,8,0,8
Maschinenbau und Metallverarbeitung,BL,EBA,12,0,12,12,0,12,0,0,0
Maschinenbau und Metallverarbeitung,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,SH,abt-total,72,0,72,67,0,67,5,0,5
Maschinenbau und Metallverarbeitung,SH,EFZ,66,0,66,61,0,61,5,0,5
Maschinenbau und Metallverarbeitung,SH,EBA,6,0,6,6,0,6,0,0,0
Maschinenbau und Metallverarbeitung,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,AR,abt-total,17,0,17,16,0,16,1,0,1
Maschinenbau und Metallverarbeitung,AR,EFZ,15,0,15,14,0,14,1,0,1
Maschinenbau und Metallverarbeitung,AR,EBA,2,0,2,2,0,2,0,0,0
Maschinenbau und Metallverarbeitung,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,AI,abt-total,9,0,9,8,0,8,1,0,1
Maschinenbau und Metallverarbeitung,AI,EFZ,9,0,9,8,0,8,1,0,1
Maschinenbau und Metallverarbeitung,AI,EBA,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,SG,abt-total,498,0,498,471,0,471,27,0,27
Maschinenbau und Metallverarbeitung,SG,EFZ,453,0,453,429,0,429,24,0,24
Maschinenbau und Metallverarbeitung,SG,EBA,45,0,45,42,0,42,3,0,3
Maschinenbau und Metallverarbeitung,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,GR,abt-total,79,0,79,78,0,78,1,0,1
Maschinenbau und Metallverarbeitung,GR,EFZ,76,0,76,75,0,75,1,0,1
Maschinenbau und Metallverarbeitung,GR,EBA,3,0,3,3,0,3,0,0,0
Maschinenbau und Metallverarbeitung,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,AG,abt-total,359,0,359,344,0,344,15,0,15
Maschinenbau und Metallverarbeitung,AG,EFZ,342,0,342,328,0,328,14,0,14
Maschinenbau und Metallverarbeitung,AG,EBA,17,0,17,16,0,16,1,0,1
Maschinenbau und Metallverarbeitung,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,TG,abt-total,147,0,147,132,0,132,15,0,15
Maschinenbau und Metallverarbeitung,TG,EFZ,135,0,135,121,0,121,14,0,14
Maschinenbau und Metallverarbeitung,TG,EBA,12,0,12,11,0,11,1,0,1
Maschinenbau und Metallverarbeitung,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,TI,abt-total,113,22,91,111,21,90,2,1,1
Maschinenbau und Metallverarbeitung,TI,EFZ,106,22,84,104,21,83,2,1,1
Maschinenbau und Metallverarbeitung,TI,EBA,7,0,7,7,0,7,0,0,0
Maschinenbau und Metallverarbeitung,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,VD,abt-total,343,91,252,298,76,222,45,15,30
Maschinenbau und Metallverarbeitung,VD,EFZ,306,90,216,266,75,191,40,15,25
Maschinenbau und Metallverarbeitung,VD,EBA,37,1,36,32,1,31,5,0,5
Maschinenbau und Metallverarbeitung,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,VS,abt-total,148,4,144,144,3,141,4,1,3
Maschinenbau und Metallverarbeitung,VS,EFZ,137,4,133,133,3,130,4,1,3
Maschinenbau und Metallverarbeitung,VS,EBA,10,0,10,10,0,10,0,0,0
Maschinenbau und Metallverarbeitung,VS,nReglementiert,1,0,1,1,0,1,0,0,0
Maschinenbau und Metallverarbeitung,NE,abt-total,315,88,227,233,77,156,82,11,71
Maschinenbau und Metallverarbeitung,NE,EFZ,245,88,157,200,77,123,45,11,34
Maschinenbau und Metallverarbeitung,NE,EBA,70,0,70,33,0,33,37,0,37
Maschinenbau und Metallverarbeitung,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,GE,abt-total,157,80,77,136,67,69,21,13,8
Maschinenbau und Metallverarbeitung,GE,EFZ,136,80,56,115,67,48,21,13,8
Maschinenbau und Metallverarbeitung,GE,EBA,21,0,21,21,0,21,0,0,0
Maschinenbau und Metallverarbeitung,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,JU,abt-total,142,42,100,106,22,84,36,20,16
Maschinenbau und Metallverarbeitung,JU,EFZ,124,42,82,91,22,69,33,20,13
Maschinenbau und Metallverarbeitung,JU,EBA,18,0,18,15,0,15,3,0,3
Maschinenbau und Metallverarbeitung,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,,abt-total,4163,5,4158,4086,5,4081,77,0,77
Elektrizität und Energie,,EFZ,3926,0,3926,3851,0,3851,75,0,75
Elektrizität und Energie,,EBA,237,5,232,235,5,230,2,0,2
Elektrizität und Energie,,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,ZH,abt-total,713,0,713,701,0,701,12,0,12
Elektrizität und Energie,ZH,EFZ,670,0,670,658,0,658,12,0,12
Elektrizität und Energie,ZH,EBA,43,0,43,43,0,43,0,0,0
Elektrizität und Energie,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,BE,abt-total,455,5,450,439,5,434,16,0,16
Elektrizität und Energie,BE,EFZ,431,0,431,415,0,415,16,0,16
Elektrizität und Energie,BE,EBA,24,5,19,24,5,19,0,0,0
Elektrizität und Energie,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,LU,abt-total,265,0,265,261,0,261,4,0,4
Elektrizität und Energie,LU,EFZ,249,0,249,245,0,245,4,0,4
Elektrizität und Energie,LU,EBA,16,0,16,16,0,16,0,0,0
Elektrizität und Energie,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,UR,abt-total,29,0,29,29,0,29,0,0,0
Elektrizität und Energie,UR,EFZ,28,0,28,28,0,28,0,0,0
Elektrizität und Energie,UR,EBA,1,0,1,1,0,1,0,0,0
Elektrizität und Energie,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,SZ,abt-total,75,0,75,75,0,75,0,0,0
Elektrizität und Energie,SZ,EFZ,72,0,72,72,0,72,0,0,0
Elektrizität und Energie,SZ,EBA,3,0,3,3,0,3,0,0,0
Elektrizität und Energie,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,OW,abt-total,27,0,27,26,0,26,1,0,1
Elektrizität und Energie,OW,EFZ,23,0,23,23,0,23,0,0,0
Elektrizität und Energie,OW,EBA,4,0,4,3,0,3,1,0,1
Elektrizität und Energie,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,NW,abt-total,24,0,24,23,0,23,1,0,1
Elektrizität und Energie,NW,EFZ,24,0,24,23,0,23,1,0,1
Elektrizität und Energie,NW,EBA,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,GL,abt-total,31,0,31,31,0,31,0,0,0
Elektrizität und Energie,GL,EFZ,30,0,30,30,0,30,0,0,0
Elektrizität und Energie,GL,EBA,1,0,1,1,0,1,0,0,0
Elektrizität und Energie,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,ZG,abt-total,90,0,90,90,0,90,0,0,0
Elektrizität und Energie,ZG,EFZ,87,0,87,87,0,87,0,0,0
Elektrizität und Energie,ZG,EBA,3,0,3,3,0,3,0,0,0
Elektrizität und Energie,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,FR,abt-total,151,0,151,145,0,145,6,0,6
Elektrizität und Energie,FR,EFZ,138,0,138,132,0,132,6,0,6
Elektrizität und Energie,FR,EBA,13,0,13,13,0,13,0,0,0
Elektrizität und Energie,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,SO,abt-total,126,0,126,126,0,126,0,0,0
Elektrizität und Energie,SO,EFZ,111,0,111,111,0,111,0,0,0
Elektrizität und Energie,SO,EBA,15,0,15,15,0,15,0,0,0
Elektrizität und Energie,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,BS,abt-total,135,0,135,130,0,130,5,0,5
Elektrizität und Energie,BS,EFZ,125,0,125,121,0,121,4,0,4
Elektrizität und Energie,BS,EBA,10,0,10,9,0,9,1,0,1
Elektrizität und Energie,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,BL,abt-total,108,0,108,106,0,106,2,0,2
Elektrizität und Energie,BL,EFZ,99,0,99,97,0,97,2,0,2
Elektrizität und Energie,BL,EBA,9,0,9,9,0,9,0,0,0
Elektrizität und Energie,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,SH,abt-total,46,0,46,45,0,45,1,0,1
Elektrizität und Energie,SH,EFZ,45,0,45,44,0,44,1,0,1
Elektrizität und Energie,SH,EBA,1,0,1,1,0,1,0,0,0
Elektrizität und Energie,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AR,abt-total,18,0,18,18,0,18,0,0,0
Elektrizität und Energie,AR,EFZ,18,0,18,18,0,18,0,0,0
Elektrizität und Energie,AR,EBA,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AI,abt-total,9,0,9,9,0,9,0,0,0
Elektrizität und Energie,AI,EFZ,9,0,9,9,0,9,0,0,0
Elektrizität und Energie,AI,EBA,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,SG,abt-total,298,0,298,292,0,292,6,0,6
Elektrizität und Energie,SG,EFZ,288,0,288,282,0,282,6,0,6
Elektrizität und Energie,SG,EBA,10,0,10,10,0,10,0,0,0
Elektrizität und Energie,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,GR,abt-total,166,0,166,161,0,161,5,0,5
Elektrizität und Energie,GR,EFZ,152,0,152,147,0,147,5,0,5
Elektrizität und Energie,GR,EBA,14,0,14,14,0,14,0,0,0
Elektrizität und Energie,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AG,abt-total,307,0,307,302,0,302,5,0,5
Elektrizität und Energie,AG,EFZ,307,0,307,302,0,302,5,0,5
Elektrizität und Energie,AG,EBA,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,TG,abt-total,148,0,148,146,0,146,2,0,2
Elektrizität und Energie,TG,EFZ,138,0,138,136,0,136,2,0,2
Elektrizität und Energie,TG,EBA,10,0,10,10,0,10,0,0,0
Elektrizität und Energie,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,TI,abt-total,212,0,212,211,0,211,1,0,1
Elektrizität und Energie,TI,EFZ,207,0,207,206,0,206,1,0,1
Elektrizität und Energie,TI,EBA,5,0,5,5,0,5,0,0,0
Elektrizität und Energie,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,VD,abt-total,349,0,349,346,0,346,3,0,3
Elektrizität und Energie,VD,EFZ,321,0,321,318,0,318,3,0,3
Elektrizität und Energie,VD,EBA,28,0,28,28,0,28,0,0,0
Elektrizität und Energie,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,VS,abt-total,224,0,224,219,0,219,5,0,5
Elektrizität und Energie,VS,EFZ,210,0,210,205,0,205,5,0,5
Elektrizität und Energie,VS,EBA,14,0,14,14,0,14,0,0,0
Elektrizität und Energie,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,NE,abt-total,67,0,67,65,0,65,2,0,2
Elektrizität und Energie,NE,EFZ,63,0,63,61,0,61,2,0,2
Elektrizität und Energie,NE,EBA,4,0,4,4,0,4,0,0,0
Elektrizität und Energie,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,GE,abt-total,63,0,63,63,0,63,0,0,0
Elektrizität und Energie,GE,EFZ,56,0,56,56,0,56,0,0,0
Elektrizität und Energie,GE,EBA,7,0,7,7,0,7,0,0,0
Elektrizität und Energie,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,JU,abt-total,27,0,27,27,0,27,0,0,0
Elektrizität und Energie,JU,EFZ,25,0,25,25,0,25,0,0,0
Elektrizität und Energie,JU,EBA,2,0,2,2,0,2,0,0,0
Elektrizität und Energie,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Elektronik und Automation,,abt-total,1871,492,1379,1799,471,1328,72,21,51
Elektronik und Automation,,EFZ,1871,492,1379,1799,471,1328,72,21,51
Elektronik und Automation,,EBA,0,0,0,0,0,0,0,0,0
Elektronik und Automation,,nReglementiert,0,0,0,0,0,0,0,0,0
Elektronik und Automation,ZH,abt-total,234,37,197,228,37,191,6,0,6
Elektronik und Automation,ZH,EFZ,234,37,197,228,37,191,6,0,6
Elektronik und Automation,ZH,EBA,0,0,0,0,0,0,0,0,0
Elektronik und Automation,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Elektronik und Automation,BE,abt-total,198,63,135,187,59,128,11,4,7
Elektronik und Automation,BE,EFZ,198,63,135,187,59,128,11,4,7
Elektronik und Automation,BE,EBA,0,0,0,0,0,0,0,0,0
Elektronik und Automation,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Elektronik und Automation,LU,abt-total,66,0,66,66,0,66,0,0,0
Elektronik und Automation,LU,EFZ,66,0,66,66,0,66,0,0,0
Elektronik und Automation,LU,EBA,0,0,0,0,0,0,0,0,0
Elektronik und Automation,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Elektronik und Automation,UR,abt-total,4,0,4,4,0,4,0,0,0
Elektronik und Automation,UR,EFZ,4,0,4,4,0,4,0,0,0
Elektronik und Automation,UR,EBA,0,0,0,0,0,0,0,0,0
Elektronik und Automation,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Elektronik und Automation,SZ,abt-total,19,0,19,18,0,18,1,0,1
Elektronik und Automation,SZ,EFZ,19,0,19,18,0,18,1,0,1
Elektronik und Automation,SZ,EBA,0,0,0,0,0,0,0,0,0
Elektronik und Automation,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
